Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Furniture,Garage,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Amenities,Appliances,Elevator,Room Area,Balcony,Floor,Links
House,Stone,90 sq.m.,1,3,1,Major Renovation,200 sq.m.,Yerevan › Malatia-Sebastia,"$1,100 monthly",USD,"A 1-storey newly built house is for rent in Malatia-Sebastia community, in the 4th village.• The house is uninhabited, fully renovated, equipped with modern furniture and appliances. European windows, interior doors are installed.• Heating is provided by individual heating system, there is an air conditioner.• The floors are covered with high quality laminate.• The bathroom is fully tiled, equipped with sanitary ware.• There is a nicely landscaped yard with a car park.For other details, write or call the mentioned numbers.The house is displayed under a real estate display contract.Service fee - 50% of the monthly fee.Code VC004Translated from Armenian",Nov-24-2022_22-39,By agreement,2 spots,6,Yes,Yes,By Agreement,By Agreement,,,,,,,https://list.am/en/item/17958042
House,Monolith,360 sq.m.,3,4,3+,Major Renovation,400 sq.m.,"Noy District, Yerevan","$2,000 monthly",USD,"3-storey private house with 360 sq. M. Is for rent in one of the best districts of Yerevan, Noy. Area.• The house is fully renovated, iron entrance door, euro windows, interior doors are installed.• The house has an open balcony with a beautiful view.• Heating is provided by individual heating system, there are air conditioners, water yard.• On the ground floor there is a garage, storage room, water yard, cellar.• 2nd floor: Living room, bathroom, kitchen.• On the 3rd floor there are 3 bedrooms, each of which has its own bathroom. There is an open balcony.• The floors are covered with parquet։ tiles.• All 4 bathrooms are tiled, equipped with the necessary sanitary ware.• The house can be rented with property, in case of additional payment.For other details, write or call the mentioned numbers.The house is displayed under a real estate display contract.Service fee - 50% of the monthly fee.Code GC033Translated from Armenian",Nov-24-2022_22-39,By agreement,2 spots,8+,Yes,Yes,By Agreement,By Agreement,,,,,,,https://list.am/en/item/17595083
House,Monolith,650 sq.m.,3,8+,3+,Major Renovation,1000 sq.m.,"Karapet Ulnetsi Street 14/2, Yerevan","$5,000 monthly",USD,"Near Victory Park (Monument), in an elite settlement, a 3-storey luxurious private house is for rent, which has a residential area of 650 sq. M. Area and 1000 sq. M. Land:• The house is completely renovated in a unique design style, with high quality construction materials, has spacious and bright rooms, which are equipped with modern expensive furniture, equipment, provided with all amenities.• Heating is provided by individual heating system, air conditioners are installed.• The floors are covered with high quality oak parquet and tiles.• The bathrooms are tiled, equipped with the necessary sanitary ware.The house consists of 3 floors:• On the 1st floor there is an entrance hall, a spacious living room, a kitchen and 1 bathroom,• 2nd floor: Living room with fireplace, kitchen, 1 bedroom with adjoining bathroom, ""1 bathroom"" with open balcony.• On the 3rd floor there is a living room, a kitchen, 2 bathrooms, 4 bedrooms (master bedroom), one of which has a separate dressing room, a bathroom and an open balcony.• In addition to the 3 floors, there is a basement with a parking lot, a boiler room, a large area for building a sauna.• The house has a domestic elevator, which operates from the basement.• In the yard there is an outdoor swimming pool, summer chat with fireplace, with all amenities, there are fruit trees, outdoor parking.For other details, write or call the mentioned numbers.The house is displayed under a real estate display contract.Service fee - 50% of the monthly fee.Code KR303Translated from Armenian",Nov-24-2022_22-40,By agreement,3 or more spots,8+,Yes,Yes,By Agreement,By Agreement,,,,,,,https://list.am/en/item/17324791
House,Stone,169 sq.m.,3,8+,3+,Euro Renovation,81 sq.m.,"Proshyan avenue 1st line, Yerevan","$2,200 monthly",USD,"A 3-storey private house is for rent in the center of Yerevan, in the quietest part of Proshyan street.• The house is euro-renovated, euro windows are installed, interior doors, metal entrance door, there is also a large open balcony.• Heating is provided by an individual heating system.• Consists of 3 floors:On the ground floor there is a kitchen, a living room, a bathroom, a rest room.2nd floor: 4 bedrooms, hall, open balcony, bathroom.3rd floor: 3 bedrooms, living room, kitchen, bathroom.• The height of the ceilings according to the sequence of floors is 2.55 meters, 2.75 meters and 2.55 meters.• The bathrooms are tiled.• The floors are tiled on the first floor, parquet on the second floor, and laminate on the third floor.• There are free parking spaces in front of the house.For other details, write or call the mentioned numbers.The house is displayed under a real estate display contract.Service fee - 50% of the monthly fee.Code AC025vTranslated from Armenian",Nov-24-2022_22-40,By agreement,3 or more spots,8+,Yes,Yes,By Agreement,By Agreement,,,,,,,https://list.am/en/item/17611537
House,Monolith,500 sq.m.,2,5,3+,Euro Renovation,1000 sq.m.,"Nork 13-th street, Yerevan","$3,800 monthly",USD,"Երկարաժամկետ վարձակալության է տրվում կապիտալ վերանորոգված և կահավորված առանձնատուն Նորք-Մարաշում: Առանձնատունը պարսպապատ է, ունի 4 լիարժեք ննջարան3 և ավել սանհանգույց, մշտական տաք և սառը ջրով, գազաֆիկացված է, անհատական ջեռուցման և հովացման համակարգ ունի։ Առկա է լողավազան, սաունա, տաղավար, թենիս, սպասք, անկողնային պարագաներ:Նախատեսված է մինչև 10 անձի համար։Կոդ 001315",Nov-24-2022_22-40,Available,2 spots,6,Yes,Yes,By Agreement,By Agreement,,,,,,,https://list.am/en/item/16332400
House,Stone,540 sq.m.,2,8+,3+,Designer Renovation,,"Hovsep Arghutian street, Yerevan","$7,000 monthly",USD,"Արաբկիրի Արղության փողոցում վարձով է տրվում 3 հարկանի նորակառույց առանձնատուն գեղեցիկ այգիով: Այգին բաղկացած է դեկորատիվ ծառերից (եղենիներ, կլյոն, սակուրաներ) վարդեր, ամբողջովին կանաչապատված գազոն եւ մի քանի պտղատու ծառեր: Այգին ունի ավտոմատ ոռոգման համակարգ (Claber), բակում առկա է ավտոտնակ 2 մեքենանայի համար։Առանձնատան Ընդհանուր մակերեսը՝ 540 քմ, հողատարածքը՝ 970 քմ։ Առանձնատունն ունի 4 լոգասենյակ, 4 ննջասենյակ, որոնցից 2-ն ունեն իրենց առանձին լոգասենյակները, 1-ը ընդարձակ բաց պատշգամբ, զգեստասենյակ, մանկական խաղասենյակ, աշխատասենյակ (աշխատասենյակում առկա է բուխարի) :Առանձնատունը կապիտալ վերանորոգված է, միայն էկոլոգիապես մաքուր (եվրոպական) և էկզոտիկ նյութերի օգտագործմամբ, առաջին հարկի հատակը քարից՝ տաքացվող, մյուս երկու հարկերում բամբուկյա մանրահատակ։ Առանձնատանը կառուցվել է հատուկ էներգախնայողության տեխնոլոգիաների կիրառմամբ (մինչև 75-90% էֆֆեկտիվությամբ), ինչպիսիք են՝ LED լուսավորությունը, եռաշերտ հարվածադիմացքուն պատուհանային ապակեպատումը, պեռլիտացեմենտային պատերի ջերմամեկուսացումը, Daikin էներգիայի վերադարձով օդափոխության համակարգը: Տեղադրված է կրկնակի ջեռուցման համակարգ (CTC Շվեդական կաթսաներ) ՝ գազի, էլեկտրոէներգիաի կամ այլ էներգակիրների օգտագործման հնարավորությունով; տաք ջրի կուտակիչ (Ավստրիա) 250լ տարողությամբ; հատակի ջեռուցում; չիլլեր / ֆանկոիլների համակարգ ավտոմատ ֆիլտրացված մաքուր օդի մատակարարմամբ:Ներկառուցված ժամանակակից տեխնիկայով համալրված խոհանոց, անվտանգության առցանց տեսահսկման, ազդանշանային և տագնապի համակարգեր (սիգնալիզացիա), փակ տաքացվող լողավազան հակահոսքի / հիդրոմերսման և արծաթով (առանց քլորի) ջրի մաքրման համակարգերով (Necon), ջակուզի մարզասրահ, ժամանցի մեծ սրահ, բիլիարդ, խորդանոց, կինոսրահ Hi-End 7 + 1 ձայնային համակարգով (Marantz + Yamaha), վերանդա՝ ամառային կահույքով, ամառային խոհանոց: Առանձնատունը ամբողջովին կահավորված է արտասահմանյան հարմարավետ կահույքով եւ անհրաժեշտ տեխնիկայով:",Nov-24-2022_22-40,Available,2 spots,7,Yes,No,By Agreement,By Agreement,,,,,,,https://list.am/en/item/15328492
House,Stone,33 sq.m.,1,1,1,Euro Renovation,,"Amiryan Street 13, Yerevan","20,000 ֏ daily",AMD,"For daily rent, a one-story stone house in the center of Amiryan street, near Sas supermarket, has all amenities, dishes, linens, internet, constant hot and cold water. I can also give long term. I have no agent, no more apartments, call for details.Translated from Armenian",Nov-24-2022_22-40,,,,,,,,,,,,,,https://list.am/en/item/18256350
House,Stone,45 sq.m.,1,2,1,Major Renovation,,"Ջրվեժ թաղամաս 10, Երևան","200,000 ֏ monthly",AMD,"House for rent in JrvezhThere is gas, light and waterTranslated from Armenian",Nov-24-2022_22-40,,,,,,,,,,,,,,https://list.am/en/item/18375426
House,Stone,80 sq.m.,1,3,1,Cosmetic Renovation,,Yerevan › Ajapnyak,"450,000 ֏ monthly",AMD,"Comfortable house, renovated, furnished, water 24/7, central heating, air conditioning, closed stone garage, basement, private yard with sofa and armchairs.Code AD 107Translated from Armenian",Nov-24-2022_22-40,,,,,,,,,,,,,,https://list.am/en/item/18375425
House,Stone,175 sq.m.,1,5,2,Major Renovation,600 sq.m.,"Ghapantsian street 35, Yerevan","$2,500 monthly",USD,"House for the rent. 4 bedrooms, 2 bathrooms, 600m garden. With all thé confort. 3000 for a month, the house is availible from 1st septembre.Сдаётся большой дом- 4 спальни, 2 ванных комнат, 600м сад. Со всеми удобствами. Дом свободен с 1ого сентября.За подробности звоните в ватсап или Вайбер.Առանձնատուն 5ս կարճաժամկետ։Վարձով է տրվում սեփական տուն Ղափանցյան փողոցում։ Տունը գտնվում է Արաբկիր համայնքում, Երազ թաղամասի հետեւում: Տունը վերանորոգված է եւ կահավորված՝ ապահովված անհրաժեշտ գույքով եւ տեխնիկայով: Ունի 4 ննջասենյակ եւ մեծ հոլլ, 2 մեծ հանդերձարան, 2 սանհանգույց, այգի, խորովածանոց, բացօդյա տերրաս։ Տուն՝ 175քմ, հող՝ 600քմ։ Տրվում է կարճաժամկետ՝ օրավարձով եւ ամսով։ Ամիսը՝ 2500$։ Տրվում է անմիջապես սեփականատիրոջ կողմից։ Ազատ է սեպտեմբերից։",Nov-24-2022_22-40,Available,2 spots,8+,Yes,No,By Agreement,1 month,"TElevision, internet, air conditioner, barbecue oven","FRidge, stove, microwave, dishwasher, washing machine, water heater, iron, hair dryer",,,,,https://list.am/en/item/12829310
House,Stone,900 sq.m.,2,5,2,Major Renovation,600 sq.m.,Yerevan › Davitashen,"$3,500 monthly",USD,"A 7-room private house is for rent in DavitashenFully furnishedConstant hot/cold waterHeating system, air conditionerParking, swimming pool, summer kitchen, barbecueYou can call the mentioned agent to see the owner or get full information.Service commission: 50% of the first monthDear customer, to see other apartment listings, click on the Blessed House logo on the right.Real estate agency ""Blessed House""Translated from Armenian",Nov-24-2022_22-40,Available,2 spots,8+,Yes,No,Not included,3 months,,,,,,,https://list.am/en/item/18084968
