Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Amenities,Appliances,Links
House,Stone,140 sq.m.,2,5,1,,1 spot,Euro Renovation,800 sq.m.,8+,Yes,Yes,By Agreement,By Agreement,Lorri › Margahovit,"80,000 ֏ monthly",AMD,"The house is located in the center of the village. There is a kindergarten, school, shops in the nearby area.There are fruit trees on the plot.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/18370919
House,Stone,1000 sq.m.,2,4,1,,,Major Renovation,,,,,,,Lorri › Stepanavan,"50,000 ֏ daily",AMD,"Code 0186Private house for daily rent in Stepanavan1 day: 50,000 drams...Read the full description of the house, terms and conditions, down payment rulesA private house is for daily rent in DilijanThe house is provided on a daily basis50,000 drams per dayBedroom: 3 pcsLiving room with 2 sofa bedsBathroom and bathtub: 2 pcsPatio pavilion barbecue with its bottles; internet, parking, bed linen and towels, kitchen, kitchen appliances, kitchen utensils, heating,Provisions+ Entry 13.00 Exit 12.00+ If you stay until evening, the price of 1 more day will be charged+ PREPAYMENT is REQUIRED to reserve the house.+ If you cancel the reservation, the advance payment is NOT refundable+ Other cases related to advance payment are subject to negotiation (eg canceling one house booking another house through us)+ After presenting the advance payment voucher (Viber, WhatsApp or other option) BOOKING IS CONFIRMED.Dear customer, click on the NAME to get acquainted with all our announcements.We also offer you gift cards worth 10,000-15,000-25,000-35,000-50,000 AMD.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/14475560
House,Stone,170 sq.m.,2,3,2,,,Major Renovation,400 sq.m.,6,Yes,No,By Agreement,By Agreement,"Րաֆֆու փողոց 59, Ստեփանավան","30,000 ֏ daily",AMD,"A house is for daily rent in Stepanavan. It has 3 rooms, 2 bathrooms, 2 balconies, constant hot and cold water. Thoroughly reconstructed.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17891517
Country House,Stone,100 sq.m.,2,2,1,Available,Not available,Old Renovation,1500 sq.m.,6,Yes,Yes,By Agreement,By Agreement,Lorri › Alaverdi,100 ֏ monthly,AMD,"I have an apartment in Lori Marz, Jiliza village, two-story, with gardens for a garage, productive trees. I can make an agreement to renovate it. Two-room apartment is very big, but I can make 4 rooms. I also have a hectare of land. It has a kitchen and a new bathroom. But I need to make the outside inside. It is very suitable as a nursing home, I will sell it for a long time. I will also work with the organization. There are also many attractions. The house is located 190 kilometers away from the city. I can furnish it. Refrigerator, washing machine, refrigerator, etc.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17675091
House,Stone,200 sq.m.,2,4,1,,,Partial Renovation,1500 sq.m.,,,,,,Lorri › Spitak,"85,000 ֏ monthly",AMD,"Здаётся дом есть сад, сарай, гараж, свет, вода, всё что необходимо",Nov-24-2022_23-03,,,https://list.am/en/item/18094397
House,Stone,350 sq.m.,2,6,2,Available,3 or more spots,Major Renovation,1200 sq.m.,8+,Yes,Yes,Not included,By Agreement,Lorri › Stepanavan,"25,000 ֏ daily",AMD,"A two-storey private house with all communal facilities is for daily rent in Stepanavan.1st floor... Bathroom, spacious kitchen and living room2nd floor... Bathroom, 4 bedrooms, open balcony.The house is located next to the Pines. 100 meters away from Aleya Park.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17643519
Country House,Stone,100 sq.m.,2,3,2,,,Major Renovation,,,,,,,Lorri › Stepanavan,"10,000 ֏ daily",AMD,"Family recreation area HOTEL Sochi Resort Stepanavan for 4-6 people, swimming pool, pavilions, playground, restaurant... The hotel is designed for 30 people.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/11457867
Country House,Stone,150 sq.m.,1,6,3+,Available,Not available,Designer Renovation,1200 sq.m.,8+,Yes,No,By Agreement,By Agreement,"Ստեփան Զորյանի փողոց 15, Վանաձոր","40,000 ֏ daily",AMD,"Сдаю квартиру в арендуՕրավարձով հյուրատուն Վանաձորում40.000, Վանաձորի կենտրոնումԸնդհանուր 1200 քմ տարածքով1. 4 ննջասենյակ յուրաքանչուրը 25 քմ իրենց սանհանգույցով, լոգարանով, հեռուստացույցներով, սառնարաններով2. 50 քմ առանձին ճաշասենյակ իր խոհանոցով3. 2 տաղավար 60 քմ իր խոհանոցով և 25 քմ4. Խորովածանոց իր բոլոր հարմարություններով5. Ավտոկայանատեղի մի քանի մեքենայի համար6. U! Com WIFI7. Սեղանի Թենիս, ՏրինաժորGoogle 360 view link https://www.google.com/maps/@40.8112094,44.476...Օրավարձ օրավարձով վարձով հյուրանոց հյուրատուն посуточно дом квартира Сдаю квартиру rent for rent сдаю квартиру dilijan dilijanum դիլիջան դիլիջանում гостевой дом",Nov-24-2022_23-03,,,https://list.am/en/item/17471227
House,Stone,250 sq.m.,2,4,2,,,Major Renovation,500 sq.m.,,,,,,"Surb Nshan street, Stepanavan",100 ֏ daily,AMD,"A house is for daily rent in Stepanavan, capitally renovated, with a beautiful yard and barbecue. It is located in the central part of the city, near the forest. The price is negotiable.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17915360
Country House,Stone,100 sq.m.,1,3,1,,,Designer Renovation,100 sq.m.,,,,,,Lorri › Stepanavan,"15,000 ֏ daily",AMD,"Summer house in Stepanavan, with all facilities, possible with monthly paymentTranslated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17722047
Country House,Stone,150 sq.m.,2,4,1,,,Cosmetic Renovation,1000 sq.m.,,,,,,Lorri › Stepanavan,"4,000 ֏ daily",AMD,"A summer house is for daily rent in Vardablur, 10 km away from Stepanavan, near Dendropark. The summer house is cosmetically renovated, has all the communal facilities, the balcony has a beautiful view of the lakes, has a large plot of land with a beautiful garden.Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/16250150
Country House,Stone,100 sq.m.,2,5,3+,Available,3 or more spots,Designer Renovation,180 sq.m.,8+,Yes,Yes,Included,By Agreement,"Բաղրամյան փողոց 95, Ստեփանավան","10,000 ֏ daily",AMD,"We are opening our Hospitality Doors in Stepanavan, a new and luxurious two-storey guest house, which has all the facilities for complete relaxation, has a comfortable yard, indoor and outdoor pavilions, five modern bedrooms with separate bathrooms, a large beautiful kitchen with a barbecue. The guest house also has a sauna, an indoor swimming pool, a bathroom and an antique museum dining room. The guest house also has a parking lot. The guest house is located on the central street. For price and details, call the indicated number. Wi-Fi connectionTranslated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17871135
Country House,Stone,250 sq.m.,2,6,2,,,Designer Renovation,"10,000 sq.m.",,,,,,Lorri › Vanadzor,"50,000 ֏ daily",AMD,"Guest house for rent in ArjahovitThe house has 3 bedroomsOn the 1st floor is the dining room, the kitchen, the bathroom.On the 2nd floor are the bedrooms and the bathroom.Equipped with all utilities.Bedding is provided.Overnight accommodation for up to 10 people is planned.Wi-Fi is available.The guest house is located in Arjhovit (former Ghursali) village, on the right side of the 6th kilometer of Spitak-Vanadzor road.St. Is located in the center of the village. Gevorg Church: Built in the 6th century. The guest house is 1.5 km away from the road. Arjhovit is one of the most scenic places in Lori and stands out for its wonderful nature scenes.The price is 50,000 - 100,000Translated from Armenian",Nov-24-2022_23-03,,,https://list.am/en/item/17411780
Country House,Stone,1200 sq.m.,1,4,1,Available,3 or more spots,Major Renovation,1000 sq.m.,8+,Yes,Yes,By Agreement,By Agreement,Lorri › Stepanavan,"25,000 ֏ daily",AMD,"Օրավարձով 3 ննջարանով առանձնատուն Ստեփանավանում3 ննջարանտաք/սառը ջուրբնական գազանհատական ջեռուցման համակարգկահույք տեխնիկասպասք անկողնային պարագաներարդուր վարսահարդարիչ50-60անձի հարմարություն7-10 գիշերակացով20 անձի սպասք140կմ Երևանից2-2,5 ժամԳԻՆԸ ՓՈՓՈԽԱԿԱՆ ԿԱԽՎԱԾ ՕՐԵՐԻ ԱՆՁԵՐԻ ՔԱՆԱԿԻՑ։Կոդ A-007",Nov-24-2022_23-03,,,https://list.am/en/item/14948028
