Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Address,Price,Currency,Description,Datetime,The House Has,Parking,Appliances,Window Views,Links
Stone,No,Not available,5,80 sq.m.,2,2,from 2.75 m,3,Open balcony,,Old Renovation,"Zoravar Andranik avenue, Hrazdan","$26,000",USD,"Urgent 3-room apartment microdistrict 94 sq. M., stone building, Czech project, 2nd floor, East side, two balconies, open and closed, the apartment is in good condition.Translated from Armenian",Nov-25-2022_12-55,,,,,https://list.am/en/item/18280430
Stone,No,Not available,5,78 sq.m.,3,2,from 2.75 m,2,Multiple balconies,,Partial Renovation,"4th street, Hrazdan","$38,000",USD,"For sale 3s. Apartment stone building, Czech project. K Hrazdan microdistrict district. 53 hrs. Bn. For sale with the entire property. Partially renovated Barwalk in residential condition Europatuhan. Bucks...Translated from Armenian",Nov-25-2022_12-55,,,,,https://list.am/en/item/18187807
Stone,No,Not available,4,70 sq.m.,3,1,from 2.7 m,3,Closed balcony,,No Renovation,"4th street, Hrazdan","$18,000",USD,"3s. Hrazdan microdistrict district. Stone building, south side, apt. It has up. Need, the water lines have been changed...Translated from Armenian",Nov-25-2022_12-55,,,,,https://list.am/en/item/18288865
Stone,No,Not available,2,280 sq.m.,4,1,from 2.7 m,2,Open balcony,By agreement,Euro Renovation,"Zovuni 6 street, Zovuni","$105,000",USD,"4-room private house for sale in Zovuni, on the 2-rd floor of a 2-storey building, external door, separately repaired wires, changed pipes, euro windows, living room, 110 sq. M. Yard area, 170 sq. M., individual heating system, permanent hot-cold waterTranslated from Armenian",Nov-25-2022_12-55,,,,,https://list.am/en/item/14305335
Stone,No,Not available,5,15 sq.m.,1,1,from 2.7 m,2,Not available,,Old Renovation,Kotayk › Abovian,"$8,000",USD,"Former dormitory, shared bathroom, sunny sideTranslated from Armenian",Nov-25-2022_12-55,,,,,https://list.am/en/item/18207571
Stone,No,Not available,5,77 sq.m.,3,1,from 2.6 m,3,Multiple balconies,Not available,Major Renovation,Kotayk › Hrazdan,"13,200,000 ֏",AMD,Thoroughly reconstructed. The uninhabited bathroom has been fully renovated.Inter-room doors are installed.The front door and windows have been replaced. The white open balcony is available. Bank acquisition is possible. In the microregionnot for rent. Sale valid until the end of the monthTranslated from Armenian,Nov-25-2022_12-55,,,,,https://list.am/en/item/16685572
Stone,No,Not available,5,67 sq.m.,3,1,from 2.75 m,5,Closed balcony,,Major Renovation,Kotayk › Abovian,"$59,000",USD,Առանց միջնորդի։Մանրամասն տեղեկությունների համար զանգահարել։Translated from Armenian,Nov-25-2022_12-55,,,,,https://list.am/en/item/16450390
Panels,No,Not available,5,60 sq.m.,2,1,from 2.75 m,3,Open balcony,Not available,Old Renovation,"Teryan street, Kasakh","16,000,000 ֏",AMD,"2-room apartment for sale in Kasakh.The apartment is old renovated, there is gas, constant hot and cold water.The floor is wooden parquet, the windows are euro.It has an open balcony, the entrance door is iron.Special note! Only buyers who want to buy an apartment through the agency will call…You can apply for the sale (rental) of other apartments or your real estate by the mentioned phone number.The apartment is displayed under a real estate display contract.Service commission - 2% of the sale priceCode 0201Translated from Armenian",Nov-25-2022_12-55,,,,,https://list.am/en/item/14490670
Stone,No,Not available,4,40 sq.m.,1,1,from 2.7 m,1,Closed balcony,,Old Renovation,Kotayk › Hrazdan,"6,200,000 ֏",AMD,"Gas, electricity, residential, also has a basement.Translated from Armenian",Nov-25-2022_12-55,,,,,https://list.am/en/item/18332018
Stone,No,Not available,2,140 sq.m.,4,1,from 2.8 m,1,Open balcony,By agreement,Partial Renovation,"Zovuni 38 street, Zovuni","$80,000",USD,"The apartment has two entrances, the bathroom is tiled, there is a heating system, it has a basement, a water tank is installed. All utilities are available (can also be sold with the entire property)Translated from Armenian",Nov-25-2022_12-55,,,,,https://list.am/en/item/17363071
Stone,No,Not available,2,75 sq.m.,4,1,from 3 m,1,Not available,Not available,Major Renovation,"Zovuni 38 street, Zovuni","$53,000",USD,"An apartment is for sale, much cheaper than the market, in the village of Zovuni, next to the David building. Newly renovated euro door, euro window. Bucks system. It also has a basement. Water is permanent. It also has a water tank of 500 l. It is also possible together with the furniture. The house is two-story, on the 1st floor. Urgent, I AM THE OWNER OF THE HOUSE, NOT A BROKER.Продаю дом 4 комментарии село Зовуни, капитальный евро ремонт, есть бакси, вода, продаю. School and kindergarten 5 minutes on foot.Translated from Armenian",Nov-25-2022_12-55,,,,,https://list.am/en/item/15424091
Panels,No,Not available,2,98 sq.m.,4,1,from 3 m,1,Multiple balconies,,Major Renovation,Kotayk › Garni,"$45,000",USD,"Repaired, urgentTranslated from Armenian",Nov-25-2022_12-55,,,,,https://list.am/en/item/18213056
Stone,No,Not available,5,78 sq.m.,3,1,from 2.75 m,1,Open balcony,By agreement,Cosmetic Renovation,Kotayk › Byureghavan,"$50,000",USD,"The apartment has heating, basement, garage is very convenient.Translated from Armenian",Nov-25-2022_12-55,,,,,https://list.am/en/item/17447807
Monolith,Yes,Not available,6,75 sq.m.,2,1,from 3 m,5,Not available,Available,Major Renovation,Kotayk › Abovian,"$80,000",USD,"For sale in a 2-room natural building in Abovyan, in a new building. The natural area is capitally renovated, the total area is 75 square meters, the location of the apartment is on the side.Translated from Armenian",Nov-25-2022_12-55,,,,,https://list.am/en/item/17512496
Panels,No,Available,9,73 sq.m.,3,1,from 2.8 m,9,Closed balcony,,Cosmetic Renovation,Kotayk › Hrazdan,"$28,000",USD,"Վաճառում եմ 3 սենյականոց բնակարան Հրազդան քաղաքում Կենտրոն թաղամաս պանելային 9 հարկանի շենքի 9-րդ հարկում։ Վերելակը վերանորոգված է, տանիքը իզոգամներով ծածկված է, դուռը երկաթյա, ջրի և կոյուղու բոլոր խողովակները փոխված են, մշտական տաք և սառը ջուր, գազ երեք կետով մոնտաժված է։ Բնակարանը վաճառվում է ինչպես առանց գույք այնպես էլ գույքով։",Nov-25-2022_12-55,,,,,https://list.am/en/item/13700161
Panels,No,Available,9,72 sq.m.,3,1,from 2.7 m,8,Closed balcony,,Major Renovation,"3rd microdistrict, Abovyan","150,000 ֏",AMD,"The apartment has been completely renovated, electric wires have been changed, European windows, interior doors have been changed. It has a Baxi individual heating system. The rent is with a mandatory deposit. Along with the kitchen furniture. Owner. $60,000Translated from Armenian",Nov-25-2022_12-55,,,,,https://list.am/en/item/14865992
Stone,No,Not available,4,100 sq.m.,4,1,from 2.8 m,1,Closed balcony,,Euro Renovation,Kotayk › Kasagh,"$65,000",USD,"WITHOUT INTERMEDIARY 4-room apartment 100 square meters in Kassakh; On the 1st floor of a 4-story stone building. Entrance from outside; separated from the sewer; window covering the entire length of the house; basement about 15 square meters in front and back 70 square meters + 70 square meters of land with vegetation and trees, large parking lot behind the building; Internet; gas electricity; unlimited hot and cold water. Bax heating, euro renovated kitchen with san junction, the yard is fenced, there is a gate, the price is negotiable.Translated from Armenian",Nov-25-2022_12-55,,,,,https://list.am/en/item/17945975
Panels,Yes,Available,14,76 sq.m.,3,1,from 2.7 m,3,Closed balcony,By agreement,Designer Renovation,"Kentron block, Hrazdan","$47,000",USD,"It is in perfect condition, completely renovated, the price is indicated together with the partial property, the apartment is located (on the 3rd floor of the 14-story building of Raycom Clothing World), has a 2-story garage (with a box and a garage), 2 basements,The garage is sold separately, the price is $8000, if you buy all together, the price will be negotiated more, call whatsabbin or vayberinTranslated from Armenian",Nov-25-2022_12-55,,,,YArd view,https://list.am/en/item/18232587
Stone,No,Not available,4,40 sq.m.,2,1,from 2.7 m,4,Open balcony,Not available,Old Renovation,"3-րդ թաղամաս 13, Չարենցավան","$25,000",USD,"Without repair, old repair, without property, details by phone. There are also 3 blocks with 1 room. 31.5 square meters. 4 floors. 6 500 000 AMD. 3 blocks, price $16,000, first floorTranslated from Armenian",Nov-25-2022_12-55,,,,,https://list.am/en/item/18270898
Panels,No,Available,9,105 sq.m.,5,2,from 2.75 m,5,Multiple balconies,Not available,Major Renovation,"3rd microdistrict 16, Abovyan","52,000,000 ֏",AMD,"ATTENTION!Captain! Completely renovated in the truest sense of the word. And most importantly, with very high quality materials and very meticulously (the whole house, the old stucco was torn down and completely renovated, all the walls were plastered, the electrical wires were completely installed, the heating was internal, the pipes were in the stucco and the walls, the external walls were thermally insulated. The cosmetic work of the living room and the corridor, the cosmetic decoration of the rest was done very tastefully. In short, 90% is done and it seems that you will have to make cosmetic changes alone for 50 years. The main issues have been solved capitally.I will give back (own) stone garage already for 57,000,000 AMD. Select location, 50 meters from the main road. School, near kindergarten. With large playground, benches, lights, trees.For the rest, call the indicated numbers.Translated from Armenian",Nov-25-2022_12-55,,,,,https://list.am/en/item/17520265
Panels,No,Available,9,82 sq.m.,4,1,from 3 m,5,Closed balcony,,Major Renovation,"2-րդ միկրոշրջան 8, Աբովյան","$75,500",USD,"The apartment is renovated, it also has a storage room (chulan) at the entrance. All facilities for accommodation are available. An individual heating system (Baxi) is installed. There are schools, bus stops, etc. Nearby.Location: Next to the lake near the Music School (6 entrances)Without an intermediary!The price is final.Translated from Armenian",Nov-25-2022_12-55,,,,,https://list.am/en/item/16570622
Panels,No,Not available,5,62 sq.m.,2,1,from 3 m,2,Open balcony,,Euro Renovation,Kotayk › Kasagh,"$58,000",USD,"Բնակարանը վերանորոգված է, զուգարան բաղնիքը սալիկապատված է, ունի բաց մեծ պատշգամբ և բնակարանի հետ միասին վաճառվում է ավտոտնակ նախատեսված երկու ավտոմեքենայի համար և ավտոտնակի չափով նկուղ, ավտոտնակը քարե շինություն է",Nov-25-2022_12-55,,,,,https://list.am/en/item/18173969
Stone,No,Not available,5,97 sq.m.,4,2,from 2.6 m,5,Multiple balconies,,Major Renovation,"Վազգեն Սարգսյանի փողոց 25, Բյուրեղավան","$55,000",USD,Bucky pulled a lot of oldThe balcony on both sides made a very comfortable house with 2 roomsTranslated from Armenian,Nov-25-2022_12-55,,,,,https://list.am/en/item/17954922
Monolith,Yes,Available,9,48 sq.m.,2,1,from 2.8 m,4,Open balcony,Available,Major Renovation,"Խաչիկ Մուրադյանի փողոց 11, Ծաղկաձոր","$82,000",USD,"Alvina complex, with property.Translated from Armenian",Nov-25-2022_12-55,,,,,https://list.am/en/item/18201603
Monolith,Yes,Available,8,102 sq.m.,3,1,from 2.75 m,4,Multiple balconies,,Designer Renovation,Kotayk › Tsakhkadzor,"$110,000",USD,"The apartment is located in the building of Mori Plaza complex in Tsakhkadzor. Renovated, metal-plastic windows with individual heating system. For sale together with the furniture.Address: Tsakhkadzor cityKhachik Muradyan str. , 11 buildingTranslated from Armenian",Nov-25-2022_12-55,,,,,https://list.am/en/item/16967728
Panels,No,Not available,9,57 sq.m.,2,1,from 2.8 m,9,Open balcony,Not available,No Renovation,"Միկրոշրջան թաղամաս 302, Հրազդան","$14,000",USD,"The apartment should be completely renovated.The roof is furnished.Location Quartal Microdistrict(Baku district) building 302, the semi-circular first building.In case of unavailability, write me a number and I will call you. I don't want to talk about hagglingAfter seeing the apartment.Translated from Armenian",Nov-25-2022_12-55,,,,,https://list.am/en/item/17824123
Panels,No,Available,9,79 sq.m.,3,1,from 2.7 m,1,Not available,Not available,Cosmetic Renovation,Kotayk › Abovian,"$56,000",USD,"A 3-room apartment converted into 4 is for sale in the city of Abovyan. The apartment is in a clean condition, it is gasified.You can read all our announcements by clicking on the right side - Good Offer. Thanks in advance:Code F3 107Translated from Armenian",Nov-25-2022_12-55,,,,,https://list.am/en/item/15949796
Stone,No,Not available,5,55 sq.m.,2,1,from 2.7 m,1,Closed balcony,Not available,Euro Renovation,Kotayk › Abovian,"$50,000",USD,"A 2-room apartment is for sale in the city of Abovyan. The apartment is renovated, there is an individual heating system, the iron door is on the sunny side.We also work with home buyers with certificates and mortgages.You can read all our announcements by clicking on the right side - Good Offer. Thanks in advance:Code D2 285Translated from Armenian",Nov-25-2022_12-55,,,,,https://list.am/en/item/17322381
Monolith,Yes,Available,11,31 sq.m.,1,1,from 3 m,8,Open balcony,Available,Euro Renovation,"Antarayin 1st blok 10, Tsaghkadzor","$52,000",USD,"The apartment is fully renovated, furnished with property, equipment, not inhabited.The apartment is on the 9th floor, it is flat.Code C1023Translated from Armenian",Nov-25-2022_12-55,,,,,https://list.am/en/item/17559361
