Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Service Lines,Land Area,Address,Price,Currency,Description,Datetime,Facilities,Appliances,Links
House,Stone,200 sq.m.,1,4,1,By agreement,3 or more spots,Major Renovation,,1400 sq.m.,Ararat › Getapnya,"$185,000",USD,"One-storey stone house, 2 bathrooms, capitally renovated, Baxi heating system, air conditioner, has a basement, constant hot and cold water. In the yard there is a functioning greenhouse of 1000 sq. M. With its separate kitchen, bathroom and refrigerator. The house is completely fenced. Has a parking lot, a garden. It is possible to partially sell the private house without a greenhouse.We offer you the following services:1. Purchase, sale, evaluation, rent of apartments.2. Construction of private houses and buildings.3. Legal and financial advice.4. Construction and design works.5. Acquisition of cadastral files and study.6. Power of attorney transactions.7. State registration of rights arising from real estate transactions.8. Negotiating with customers.9. Responsible and Professional execution of transactions.10. We also operate and Facebook and Instagram pages.Instagram: Ihouserealty:Facebook: IHOUSEREALTY11The agency commission is 2%.IHOUSE REAL ESTATE AGENCY YOUR RELIABLE PARTNER IN ARMENIACode 61093Translated from Armenian",Nov-24-2022_23-39,,,https://list.am/en/item/16869175
House,Stone,210 sq.m.,2,6,2,,,Euro Renovation,,320 sq.m.,Yerevan › Shengavit,"$115,000",USD,"Code-61141A 2-storey house is for sale in Shengavit, on Mantashyan street.^ The house has all utilities^ It is a sunny, bright and very comfortable house to live in^ The house is sunny at all times of the day^ Sold with all furniture and appliances^ Has individual heating^ Permanent water, light, gas^ There is a flower garden in the yard^ European windows, also underfloor heating^ Most of the furniture is new^ The house is thermally insulated^ There is a school, a kindergarten nearbyTranslated from Armenian",Nov-24-2022_23-39,,,https://list.am/en/item/17024230
House,Stone,210 sq.m.,2,5,2,Not available,1 spot,Euro Renovation,,606 sq.m.,Yerevan › Arabkir,"$420,000",USD,"KOD-63145A 2-storey house is for sale in Arabkir, Keru street.^ Located next to the Friendship Metro^ It is a sunny, bright and very comfortable house^ All utilities are available^ The house is sunny at all times of the day^ There are all the necessary shops, a school, a kindergarten nearbyTranslated from Armenian",Nov-24-2022_23-39,,,https://list.am/en/item/17122202
House,Stone,150 sq.m.,1,4,1,By agreement,3 or more spots,Major Renovation,,800 sq.m.,Ararat › Geghanist,"$115,000",USD,"1-storey house for sale in Geghanisti.^ The house is newly built^ Completely renovated, clean and in very good condition^ The whole house is heated with a baxi system^ It is a sunny, bright and very comfortable house to live in^ Power is solar powered^ The area of the greenhouse is 500 square meters^ The greenhouse has a cooling systemCode 63007Translated from Armenian",Nov-24-2022_23-39,,,https://list.am/en/item/16967203
House,Stone,250 sq.m.,2,6,2,,,Cosmetic Renovation,,3000 sq.m.,Ararat › Getapnya,"$110,000",USD,"KOD-61027A 2-story, 6-room stone house is for sale in Getapnya.^ The house is in good condition, cosmetically renovated^ All utilities are available for accommodation^ It is a comfortable, beautiful and bright house to live in^ The house is sunny at any time of the day^ The house has 2 entrances.Translated from Armenian",Nov-24-2022_23-39,,,https://list.am/en/item/17446090
House,Stone,140 sq.m.,1,4,1,By agreement,3 or more spots,Euro Renovation,,420 sq.m.,Ararat › Geghanist,"$102,000",USD,"KOD-63135In Geghanist, a 1-story stone house with 4 rooms is for sale.^ It is a newly built house, renovated in Euro^ There is a heating system (Baxi)^ Kitchen furniture^ Located in the center of the village^ The house is in good condition^ There are 2 bathrooms^ It is a sunny, comfortable and bright house to live inTranslated from Armenian",Nov-24-2022_23-39,,,https://list.am/en/item/16911954
House,Stone,280 sq.m.,2,6,2,,3 or more spots,Partial Renovation,,1400 sq.m.,Ararat › Geghanist,"$105,000",USD,"2-storey 6-room stone house is for sale in Geghanist.Առաջին The first floor of the house is cosmetic, not renovated^ The second floor is capitally renovated: For sale with partial property: There is a garage with an area of 27 square meters: There is a greenhouse with an area of 547 square meters: There are all utilities for livingԷ It is a good house at any time of the day: Comfortable, beautiful and bright house to live inCode 61044Translated from Armenian",Nov-24-2022_23-39,,,https://list.am/en/item/16621642
House,Stone,110 sq.m.,1,4,1,By agreement,3 or more spots,Euro Renovation,,900 sq.m.,Ararat › Ghukasavan,"24,000,000 ֏",AMD,"KOD-61028A private house in Ghukasavan, built in 2019, is for sale. 3 km from Yerevan. Water and gas._We offer you the following services:1. Buying, selling, evaluating, renting apartments.2. Construction of private houses and buildings.3. Legal and financial advice.4. Construction and design works.5. Acquisition and study of cadastral files.6. Authorization Transactions.7. State registration of rights arising from real estate transactions.8. Conducting negotiations with customers.9. Responsible and professional execution of transactions.10. We also operate on Facebook and Instagram website pages.Instagram: IhouserealtyFacebook: IHOUSEREALTY11Agency commission is 2%.IHOUSE REAL ESTATE AGENCY YOUR RELIABLE REAL ESTATE PARTNER IN ARMENIATranslated from Armenian",Nov-24-2022_23-39,,,https://list.am/en/item/16743828
House,Stone,150 sq.m.,1,4,1,By agreement,3 or more spots,Partial Renovation,,1000 sq.m.,Ararat › Geghanist,"$90,000",USD,"KOD-631341-storey private house for sale.^ It is located 1 km from Yerevan in the village of Geghanist^ Has a large plot, basement, garage^ Permanent water, natural gas^ Everything is available in the area: Shops, pharmacies, kindergarten, school^ Several buses pass by the streetTranslated from Armenian",Nov-24-2022_23-39,,,https://list.am/en/item/17282630
House,Stone,90 sq.m.,1,4,1,Not available,3 or more spots,Major Renovation,,300 sq.m.,Ararat › Getapnya,"30,000,000 ֏",AMD,"KOD-0135We build private houses and commercial spaces according to your individual orderNewly built private house, 4 rooms. On the river bank, 1 km from Yerevan. The mansion is handed over with Euro-renovation, water and electricity disconnected. The house is fenced. Iron door, iron gate is installed.Translated from Armenian",Nov-24-2022_23-39,,,https://list.am/en/item/16991206
House,Stone,110 sq.m.,1,1,1,Available,3 or more spots,Euro Renovation,"ELectricity, water supply, natural gas, sewerage",900 sq.m.,Ararat › Ghukasavan,"24,000,000 ֏",AMD,"A newly built private house is for sale in Ghukasavan, it was built in 2019. It is located 3 km away from Yerevan. The area of the house is 110 square meters, 4 square meters, the land area is 900 square meters. Water, light, gas.Code 61001Translated from Armenian",Nov-24-2022_23-39,"BArbecue oven, gazebo","AIr conditioner, fridge, stove, washing machine",https://list.am/en/item/16520131
House,Stone,330 sq.m.,3,6,2,Available,2 spots,Major Renovation,,330 sq.m.,Yerevan › Ajapnyak,"$235,000",USD,"KOD-63197In Ajapnyak, on Grigor Hasratyan Street, a 3-story, 6-room house is for sale.^ The house is in very good, clean condition, renovated^ It is a sunny, bright and very comfortable house to live in^ All utilities are available^ There are all the necessary shops, a school, a kindergarten nearbyTranslated from Armenian",Nov-24-2022_23-39,,,https://list.am/en/item/16725398
House,Stone,200 sq.m.,1,4,1,Available,3 or more spots,No Renovation,,780 sq.m.,"Sevan street, Vostan","$45,000",USD,The house is located at the first crossroads of the village. Ideal place for a shop. It is fenced. The house will be emptied. Call for details.Translated from Armenian,Nov-24-2022_23-39,,,https://list.am/en/item/17580348
House,Stone,160 sq.m.,1,3,2,By agreement,Not available,Euro Renovation,,600 sq.m.,"Կենտրոնական փողոց 77, Գեղանիստ","$90,000",USD,"The house is located in Geghanist, 3 km away from the city. It is a very dry and clean house. There is a functioning business area, suitable for any business. The house is renovated, euro repaired, permanent gas, light, water.) Different types of trees in a beautiful garden.Translated from Armenian",Nov-24-2022_23-39,,,https://list.am/en/item/16521108
House,Stone,80 sq.m.,2,2,1,Available,1 spot,Partial Renovation,,2500 sq.m.,"Yerevan street, Marmarashen","$28,000",USD,"The private house is located at Nor Kuri 21, 90 and 92, large land, two-storey private house, 80 sq. M. Garage, 500 m greenhouse, 2 h 3 ton of straw tank, hot and cold drinking water Garni, sewerage, water supply, barn 60 sq. M.Translated from Armenian",Nov-24-2022_23-39,,,https://list.am/en/item/16539539
House,Stone,75 sq.m.,1,2,1,Not available,3 or more spots,Old Renovation,,700 sq.m.,"Նվեր Սարգսյան փողոց 11, Դիտակ","$25,000",USD,"Own house with all amenities for urgent sale. It has a land area of 700m. 2 Nver Sargsyan street, 23 Ton. The house is located in Ditak village, Ararat region. The house needs repair, water and gas are available.Translated from Armenian",Nov-24-2022_23-39,,,https://list.am/en/item/17709919
House,Stone,242 sq.m.,2,4,1,Not available,Not available,No Renovation,,1270 sq.m.,Ararat › Dashtavan,"$33,000",USD,"Urgent sale of a two-storey stone house with cultivated land, swimming poolTranslated from Armenian",Nov-24-2022_23-39,,,https://list.am/en/item/17642831
House,Stone,150 sq.m.,1,5,1,Available,Not available,Old Renovation,,1000 sq.m.,"Կիրովի փողոց 20, Շահումյան","$43,000",USD,"1000 square meters of land with an orchard, a stone residential building (150 square meters), a tonhouse, a hot tub, a large storage room, and a concrete yard are for sale at Kirov 20, Artashat city, near the regional prosecutor's office (not far from the E/G station)The house is furnished but needs renovation. All utilities are available (constant cold/hot water, gas, electricity) The bathroom is inside. It has two kitchens, indoor and outdoor.The total land area can be increased by several hundred meters.Suitable for establishing a production or greenhouse economy.Not for rent, please do not offer a closed option.Translated from Armenian",Nov-24-2022_23-39,,,https://list.am/en/item/18064081
House,Stone,197 sq.m.,1,4,1,Not available,Not available,Partial Renovation,"ELectricity, water supply, natural gas, sewerage",570 sq.m.,"Abovyan street 5, Ararat","$37,000",USD,"Own house in Ararat village for sale. The house is equipped with 2 points of gas, water and electricity. The total area of the house is 197 square meters, the land area is 570 square meters.Translated from Armenian",Nov-24-2022_23-39,,,https://list.am/en/item/18245535
House,Stone,150 sq.m.,1,4,1,Not available,1 spot,Partial Renovation,,1000 sq.m.,Ararat › Getapnya,"$107,000",USD,"The kitchen, the bathroom are tiledHeating SystemFruit gardenGarageBasementCode A534Translated from Armenian",Nov-24-2022_23-39,,,https://list.am/en/item/18285033
Country House,Stone,60 sq.m.,1,2,1,,,Euro Renovation,,2700 sq.m.,Ararat › Nor Kharberd,"$55,000",USD,"A one-story house with a basement is for sale. The house is fully renovated, has constant hot and cold water, sewer and internet connection, there is a swimming pool in the yard. The surface of the land is 2700 square meters.Translated from Armenian",Nov-24-2022_23-39,,,https://list.am/en/item/18357578
