Type,Construction Type,Floor Area,Furniture,Elevator,Location from the Street,Entrance,Address,Price,Currency,Description,Datetime,Parking,Links
Functioning Business,Stone,850 sq.m.,By agreement,Not available,First Line,Separate from the Street,Yerevan › Arabkir,"$1,300,000",USD,"An existing business in Arabkir is for sale. The surface of the land is 350 square meters, and the building is 850 square meters. It is in excellent condition, it has two floors, it also has a basement. The area has an individual heating and ventilation system. It includes a massage parlor, the only one of its kind in Armenia, a beauty salon, a gym with its own equipment, bathrooms and a dressing room, as well as a hall that can serve as a dance hall. Here you combine relaxation and sports in one place. Sold together with the furniture and appliances shown.For more information call. EdgarAgency commission is 2%. An exhibition contract is signed for the exhibition. Please have an identity document with you.Code 1612Translated from Armenian",Nov-24-2022_21-42,OUtdoor parking,https://list.am/en/item/18185818
Multifunctional Space,Stone,44 sq.m.,,,,,Yerevan › Shengavit,"$48,000",USD,"A commercial space is for sale in Shengavit, on Yeghbairytyun Street. It is located on the high ground floor of a four-story stone building with a separate entrance. It has three rooms and natural gas. The area is provided with communal facilities. It is suitable for use as an office space or a beauty salon. It has a courtyard area in the front part. For more information call: EdgarCode 1525Translated from Armenian",Nov-24-2022_21-42,,https://list.am/en/item/17927400
Multifunctional Space,Stone,1150 sq.m.,,,,,"Sebastia Street, Yerevan","$1,500,000",USD,"A large commercial space is for sale in M. In Sebastia. The surface of the land is 470 square meters, and the building is 1150 square meters. The area is on the 1st line, it has stained glass windows. It has two floors, it also has a basement and is renovated. The area has three bathrooms and three offices. An expensive heating and cooling system is installed in the area, and the staircase is made of precious stone. There is three-phase electricity, utilities: Water, gas, central sewer. It has an elevator and parking for 6 cars.The area is also for rent, the price is negotiable.For more information call. EdgarCode 1602Translated from Armenian",Nov-24-2022_21-42,,https://list.am/en/item/18141756
Multifunctional Space,Stone,110 sq.m.,,,,,"Avet Avetisyan Street, Yerevan","$80,000",USD,"Commercial area is for sale on Avetisyan street. The area is a second line, two-way entrance. For more information call: EdgarCode 1061Translated from Armenian",Nov-24-2022_21-42,,https://list.am/en/item/16882389
Multifunctional Space,Stone,87 sq.m.,,,,,"Garegin Nzhdeh Street, Yerevan","$125,000",USD,"A commercial space is for sale in Shengavit. It is located on the first floor of a three-story building, it also has a basement. The area is on the first line, it is in an old state condition. The price is not negotiable. For more information call. NarineCode 3175Translated from Armenian",Nov-24-2022_21-42,,https://list.am/en/item/17690084
Industrial and Manufacturing,Stone,2800 sq.m.,Not available,Not available,First Line,Separate from the Courtyard,Yerevan › Arabkir,"$130,000",USD,"Production area for sale in Arabkir Shrdjantsik tunnel. It is documented as a private house, but it is very convenient for the production area. The total area of the land is 2800 square meters, of which the privatized one is 400 square meters, and 280 square meters is residential. The remaining 2100 square meters are allowed to be privatized. The front part of the building is about 11 m, it has a two-storey basement. Call for details, we will be happy to answer. HaykCode 7006Translated from Armenian",Nov-24-2022_21-42,,https://list.am/en/item/17161284
Multifunctional Space,Stone,500 sq.m.,,,,,"Artsakh avenue, Yerevan","$160,000",USD,"Land for sale in Erebuni. The land area is 500 square meters, and the building is 380 square meters. The space is partially renovated, part of it currently serves as a gym and the other part as a dance hall. The land is suitable for the construction of a newly built building up to five floors. For more information call: EdgarCode 1267Translated from Armenian",Nov-24-2022_21-42,,https://list.am/en/item/17334660
Multifunctional Space,Stone,240 sq.m.,,,,,Yerevan › Nor Nork,"$200,000",USD,A commercial space is for sale in the 4th block of Nor Nork. It has two floors and is currently used as a dance hall and workshop. The space is suitable for any type of activity. For more information call. NarineCode 3205Translated from Armenian,Nov-24-2022_21-42,,https://list.am/en/item/17895151
Retail Space,Stone,50 sq.m.,,,,,Yerevan › Kentron,"$200,000",USD,"Commercial space of public significance in the Center is for sale. It also has 80 square meters of vacant land, which is privatized. It can be used to expand the store space. The price is negotiable. For more information call. NarineCode 3156Translated from Armenian",Nov-24-2022_21-42,,https://list.am/en/item/17608835
Functioning Business,Stone,330 sq.m.,,,,,"Manandyan Street, Yerevan","$250,000",USD,"An existing hotel in Shengavit is for sale. It is located near Garegin Nzhdeh square. The hotel is fully renovated, it has 8 rooms in the basement. It is equipped with all utilities. For more information call. NarineCode 3096Translated from Armenian",Nov-24-2022_21-42,,https://list.am/en/item/17358367
Multifunctional Space,Monolith,250 sq.m.,,,,,Yerevan › Kentron,"$270,000",USD,"Commercial space for sale in the center of Kilikia district. It is located on the first floor of the building and has a basement. The total is 250 square meters, the first floor is 73 square meters, and the basement is 147 square meters. It also has a yard, the area of which is 100 square meters. The building is made of two-layer tuff stone, it is a monolithic building, the ceiling height is 3.2 meters. It is in state condition, suitable for use as an office space. It can also serve as a hotel, as it has eight rooms, each with its own bathroom. For more information call: EdgarCode 1494Translated from Armenian",Nov-24-2022_21-42,,https://list.am/en/item/17848153
Office Space,Stone,202 sq.m.,Available,Not available,First Line,Common from the Street,"Victor Hambardzumyan Street 12/5, Yerevan","$315,000",USD,"Separate complete newly built building in Komitas, 202 square meters.Designed specifically for public use and suitable for any activity, both office work and customer service. Fresh quality renovation, air conditioner, large glass window (posted with advertisement in the picture) Rented to reliable tenant, $18,000/year yield.Translated from Armenian",Nov-24-2022_21-42,OUtdoor parking,https://list.am/en/item/15555277
Multifunctional Space,Monolith,250 sq.m.,Not available,Available,Second Line,Common from the Street,"Արգիշտի փողոց 48/8, Երևան","$130,000",USD,"A public space is for sale on the 1st floor of a newly built building at 48/8 Kentron Argishti Street, Yerevan.Suitable for car wash, service center, logistics center and other activities.Borlor communications are available.Translated from Armenian",Nov-24-2022_21-42,,https://list.am/en/item/18354792
Retail Space,Stone,140 sq.m.,Available,Not available,First Line,Common from the Street,Yerevan › Arabkir,"$315,000",USD,"Commercial space for sale at the Komitas-Papazyan intersection, first line. It is suitable for dental clinic, commercial, office and other activities. It also has an entrance from the yard. For more information call.Code 90492Translated from Armenian",Nov-24-2022_21-42,,https://list.am/en/item/18335227
Industrial and Manufacturing,Stone,1700 sq.m.,,,,,"Arin Berd street, Yerevan","$210,000",USD,Production area:There was a woodworking workshopAll buildings in good condition tin roofGas water to sewerThe total area is 1700 square metersBuilding 700 sq. M.The importance of land in productionTranslated from Armenian,Nov-24-2022_21-42,,https://list.am/en/item/17932615
Industrial and Manufacturing,Stone,1053 sq.m.,,,,,Yerevan › Kentron,"$500,000",USD,"Realty Consult ID` R 3511ՇՏԱՊ վաճառվում է արտադրական համալիր,Կենտրոն, Գետառի փողոց,Հողամաս՝ 523,9 քմ,Ընդհանուր թվով 1 շենք-շինություն՝ 1053,8 քմ՝ԳԻՆԸ ՝ 500,000 $:Անշարժ գուքը համալրված է հետևյալ ինժեներական ցանցերով և կոմունիկացիաներով՝ գազ, ջուր, կոյուղի,Հողամասը պարսպապատ է, ասֆալտապատ և բարեկարգված, մուտքի հատվածում տեղադրված է որակյալ մետաղական դարպաս:Շինությունը գտնվում է բավարար տեխնիկական վիճակում և ենթակա է շահագործման:Realty Consult ID` R 3511Продаю производственный комплексЦентр, ул. Гетар,Земельный участок: 523,9 кв. М,Общее количество 1 зданий: 1053,8 квадратных метров:ЦЕНА: 500.000 $.Объект оборудован следующими инженерными сетями и коммуникации: Газ, вода, канализация,Участок, огорожен, заасфальтирован, благоустроен, на въезде установлены качественные металлические ворота.Техническое состояние здания.Здание находится в удовлетворительном техническом состоянии и подлежит эксплуатации.",Nov-24-2022_21-42,,https://list.am/en/item/18303698
Multifunctional Space,Stone,650 sq.m.,,,,,"Օհանովի փողոց 2/5, Երևան","$650,000",USD,"Ohanov-Sheram cross. 3 It has a front from the side (20 m from Sheram, 27 m from the garden, 28 m from the entrance to the yard from Ohanov) The total land is 650 sq. M. The area of the cafe is 280 square meters. Suitable for investments and for construction (apartment, office, offices, hotel) Importance for public construction It is also possible PARTIAL SALE.Translated from Armenian",Nov-24-2022_21-42,,https://list.am/en/item/16704749
Functioning Business,Stone,12 sq.m.,Available,Not available,Second Line,Common from the Street,"Проспект Гая 16/42, Ереван","$6,800",USD,"I am selling 2 joint, complementary, well-functioning businesses.1. Production of decorative stones (13 types), with unlimited color options,2. Production of gypsum cornices and moldings, with unlimited possibilities.The business is sold with all production forms and templates in perfect condition.I will tell you about all the marketing and organizational nuances.I will introduce you to the minimum advertising options to get the maximum result.I will give you the contracts of all construction stores where my stands are placed.I will inform you about the nuances of working with hardware stores.Within a few months after the sale, (if necessary) I will answer all the necessary questions, I will help you to adapt clearly in the competitive field of the market, I will inform you about all the marketing tricks to develop the business.I will give you all the pages of my social networks.The price is negotiable.After the sale, I will donate 1 ton of production raw materials.And if you want to continue the business in the same (rented) space, I will pay 3 months' rent for you, so that you have the opportunity to effectively develop the business.They often ask: Why am I selling, maybe it is ineffective?The efficiency is about 350%.And if you have your own space, the income will be more.I am selling because:I don't have enough time to fully deal with the organization of production, because my main profession is a psychologist-hypnotherapist.Translated from Armenian",Nov-24-2022_21-42,,https://list.am/en/item/17417039
