Construction Type,New Construction,Elevator,Floors in the Building,The House Has,Parking,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Amenities,Appliances,Window Views,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Links
Monolith,Yes,Not available,5,,,64 sq.m.,2,1,from 2.75 m,2,Closed balcony,,Cosmetic Renovation,,,,,,,,,"Տարոն-2 թաղամաս 10-1, Վանաձոր","80,000 ֏ monthly",AMD,The house is in good condition.All utilities are availableIt is given together with furniture.Translated from Armenian,Dec-15-2022_21-11,https://list.am/en/item/18106596
Stone,No,Not available,4,,,40 sq.m.,1,1,from 3.2 m,4,Open balcony,,Old Renovation,,,,3,Yes,Yes,Not included,1 month,"Tigran Mets Avenue, Vanadzor","80,000 ֏ monthly",AMD,"A spacious, sunny and bright 1-room apartment near the central post office is for long-term rent.Translated from Armenian",Dec-15-2022_21-11,https://list.am/en/item/18506076
Stone,Yes,Available,2,,,123 sq.m.,3,1,from 2.5 m,2,Open balcony,,Euro Renovation,,,,4,Yes,No,By Agreement,2 months,Lorri › Vanadzor,"400,000 ֏ monthly",AMD,Квартиры с помесячной арендой в Ванадзоре. Подробности по телефону. Также доступен Viber WhatsApp.,Dec-15-2022_21-11,https://list.am/en/item/18411186
Stone,No,Not available,4,,,78 sq.m.,3,1,from 2.8 m,1,Open balcony,,Cosmetic Renovation,,,,5,Yes,Yes,Not included,1 month,"Agayan street 83, Vanadzor","90,000 ֏ monthly",AMD,"Сдается трёхкомнатная квартира. Полностью меблирована, есть холодильник, газовая плита, стиральная машинка, отопление Baxi. Коммунальные платежи (газ, свет, вода) оплачиваются по счётчикам. Страховой депозит -в размере месячной оплаты. Для подробностей по телефону спросить Рузан. Небольшой торг.",Dec-15-2022_21-11,https://list.am/en/item/18473713
Stone,No,Available,9,,,95 sq.m.,3,1,from 3.2 m,4,Closed balcony,Available,Old Renovation,,,,7,Yes,No,Not included,2 months,Lorri › Alaverdi,"50,000 ֏ monthly",AMD,"An apartment is for rent in the city of Alaverdi, on the 4th floor of a 9-storey residential building.A beautiful view of nature can be seen from the windows.The apartment has 2 bedrooms, a living room, a kitchen, a bathroom, a corridor and a storage room.It is furnished and clean.The price is 60,000 /sixty thousand/ AMD per month, with a deposit of 120,000 /one hundred and twenty thousand/ AMD. VarduhiTranslated from Armenian",Dec-15-2022_21-11,https://list.am/en/item/18480774
Stone,No,Not available,5,,,100 sq.m.,3,1,from 2.7 m,5,Open balcony,,Cosmetic Renovation,,,,8+,Yes,Yes,Not included,Without prepayment,"Տպագրիչների փողոց 9, Վանաձոր","12,000 ֏ daily",AMD,"A 3-room apartment is for rent at 9/29 Printers, the apartment is equipped with all utilities, new appliances and furniture, has hot and cold water, an open balcony and a pantry.Also available monthly and yearly.Translated from Armenian",Dec-15-2022_21-11,https://list.am/en/item/18475036
Stone,No,Not available,5,,,47 sq.m.,1,1,from 2.7 m,5,Closed balcony,,Major Renovation,,,,3,Yes,Yes,Not included,By Agreement,Lorri › Vanadzor,"100,000 ֏ monthly",AMD,"A 1-room niche apartment is for rent at 31/50 Grigor Utshentich Street. It is not furnished yet. It has hot and cold water, electricity, gas, and a washing machine.Translated from Armenian",Dec-15-2022_21-11,https://list.am/en/item/18468908
Stone,No,Not available,5,,Garage,85 sq.m.,3,1,from 2.8 m,4,Open balcony,Available,Designer Renovation,"Television, internet, parking space","Fridge, stove, coffee maker, washing machine, water Heater, iron, hair dryer","Yard view, street view, city view, park view",2,Negotiable,No,Not included,1 month,"Karen Demirchyan Street, Vanadzor","250,000 ֏ monthly",AMD,Сдается квартира с мебелью и техникой. Обеспечен все коммунальные условия. Центральная часть города.,Dec-15-2022_21-11,https://list.am/en/item/18090915
Monolith,No,Not available,5,,,85 sq.m.,4,1,from 2.7 m,1,Multiple balconies,,Old Renovation,,,,6,Yes,Yes,Included,Without prepayment,"ГСК-4 17, Ванадзор","100,000 ֏ monthly",AMD,Сдается просторная квартира на длительный срок. Тарон 2.Требуется произвести косметическй ремонт и частично мебелировать квартиру. Арендную плату можно компенсировать выполнением ремонтных работ.Для более подробной информации обращаться по телефону.Երկարաժամկետ վարձակալությամբ է տրվում ընդարձակ բնակարան։Պահանջվում է բնակարանի կոսմետիկ վերանորոգում և մասնակի կահավորում։ Վարձավճարը կարող է փոխհատուցվել վերանորոգման կատարմամբ։Մանրամասն տեղեկությունների համար զանգահարել հեռախոսով։,Dec-15-2022_21-11,https://list.am/en/item/18416153
Stone,No,Not available,5,,,100 sq.m.,4,1,from 2.8 m,5,Closed balcony,,Cosmetic Renovation,,,,4,Yes,No,Not included,By Agreement,"Nairi street 5, Vanadzor","120,000 ֏ monthly",AMD,"The apartment is sunny, bright, has all utilities. There is an individual heating system (Baxi) Necessary property is available, it also has a storage room, a stone garage, Manghal on the open balcony.The apartment is located on the road leading to the Monument.Translated from Armenian",Dec-15-2022_21-11,https://list.am/en/item/18169088
