Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Facilities,Service Lines,Appliances,Links
House,Stone,250 sq.m.,2,4,1,,,Designer Renovation,400 sq.m.,Yerevan › Shengavit,"$95,000",USD,"250 sq. Total: 120 square meters on the first floor. Production area130 square meters on the second floor. Residential house, living room, 3 large bedrooms, kitchen, hall, bathroom, entrance hall, storage room. All utilities are available: Permanent water, electricity, gas, sewage. The house is heated with a gas boiler.Parking for a car in the yard. Beautiful landscape location, flower garden, garden. The roof is red tile. The land area is 400 square meters. It is fenced. The house is located at house 56, Nerkin Charbakh 12, Shengavit administrative district.#Чарбах#сепакантун#паранспастун#production areaTranslated from Armenian",Nov-24-2022_23-14,,,,https://list.am/en/item/11514362
House,Monolith,250 sq.m.,1,3,1,Not available,1 spot,Major Renovation,,Yerevan › Malatia-Sebastia,"$75,000",USD,"3 ROOMS HOUSE IN VICTORY DISTRICTTotal: 250 square meters, Living room 87 square metersNewly built and uninhabitedPermanent waterThe windows are EuropeanThe bathroom is tiledCall for more informationCode 7070Translated from Armenian",Nov-24-2022_23-14,,,,https://list.am/en/item/17166759
House,Stone,250 sq.m.,2,6,2,Not available,Not available,Old Renovation,110 sq.m.,"18-я улица Сари Таха 6/3, Ереван","$57,000",USD,1.5-story private houseSari districtTranslated from Armenian,Nov-24-2022_23-14,,,,https://list.am/en/item/12659662
House,Panels,1700 sq.m.,2,5,2,,,Cosmetic Renovation,1500 sq.m.,"Gusan Sheram Street, Yerevan","$270,000",USD,"Own house with plot and working car wash for saleThe area of the building is 140m2.2-story partially renovated.Land area: 1700 m2 with fruit trees, greenhouse, fenced.Car wash adjacent to the premises, with a second floor construction permit. Water, gas, three-phase electricity.Sheram Street.For more information callTranslated from Armenian",Nov-24-2022_23-14,,,,https://list.am/en/item/18321327
Townhouse,Stone,160 sq.m.,2,4,2,Available,Not available,Major Renovation,160 sq.m.,"Աջափնյակ Գ-1, Երևան","$185,000",USD,"For saleAjapnyak, in G-1 elite district.The district is newly built,Luxurious private houses are nearbyBuilding area - 1st floor 75 sq / m2nd floor 75 sq. M.The area of the house is 140 square metersThe total area is 160 square metersYard 90 sq / m yard area at the back.Heating the floor of the 1st floor.Code 30193Translated from Armenian",Nov-24-2022_23-14,,,,https://list.am/en/item/17065841
Townhouse,Stone,300 sq.m.,2,5,2,Not available,Not available,Euro Renovation,150 sq.m.,"Silikyan new highway, Yerevan","$158,000",USD,"Ajapnyak communitySilikyan district1st floor 70 sq. M.The 2nd floor is 75 sq. M.Yard area 80 sq / mThe 3rd floor is used as an attic• Newly built beautiful town house• Beautiful well-maintained yard• Communication / gas / water / light• Designated area for summer pavilionThe agency commission is 2%, which includes the entire document process.Code 90909Translated from Armenian",Nov-24-2022_23-14,,,,https://list.am/en/item/16558205
House,Stone,290 sq.m.,1,4,2,Available,Not available,Major Renovation,290 sq.m.,"Աջափնյակ Գ-1, Երևան","$145,000",USD,For saleNewly built house in the elite G-1 district.The house is fully renovatedIndividual heating system / BAXI /3-bedroom.1-Living room.Large kitchen.2-BathroomThe area of the house is 138 square metersThe total area is 290 square metersFence:Sold with partial furniture.Code 30201Translated from Armenian,Nov-24-2022_23-14,,,,https://list.am/en/item/17113502
House,Stone,260 sq.m.,2,3,1,Not available,Not available,No Renovation,160 sq.m.,"Haghtanaki 1 street, Yerevan","$56,000",USD,Community: Malatia-SebastiaVictory districtA two-storey house is for sale in Haghtanak districtThe building is two-layer stoneThe mezzanine roof is monolithicNumber of bedrooms: 21 living roomFence:The roof is made of tinIt has a small yardAll communication facilities are available by request.Code 30303Translated from Armenian,Nov-24-2022_23-14,,,,https://list.am/en/item/17857677
House,Stone,1660 sq.m.,1,8+,3+,,Not available,Major Renovation,1000 sq.m.,Yerevan › Avan,"$400,000",USD,Community: AvanA 1-storey private house in Avan is for saleEquipped with all utilitiesLand area: 1000 sq/mLiving area area: 6608 bedrooms8 bathroomsIt has a nice yardSwimming pool for all seasonsSummer pavilionClosed boothSummer kitchenSaunaLaundry roomA grill and toaster are also availableIt is also suitable for conducting business activities.Code 30340Translated from Armenian,Nov-24-2022_23-14,,,,https://list.am/en/item/18261122
House,Stone,90 sq.m.,1,3,1,Available,Not available,Major Renovation,90 sq.m.,"Nor Aresh 14th street, Yerevan","$59,000",USD,Community of ErebuniOn the 2nd floor of a 2-story house with a separate entrance and yardNumber of bedrooms - 2The house is fully renovatedIt is gasifiedWindows of European productionAll necessary communication facilities are nearbyCode 30322Translated from Armenian,Nov-24-2022_23-14,,,,https://list.am/en/item/18127659
House,Monolith,195 sq.m.,3,8+,3+,Available,Not available,Euro Renovation,90 sq.m.,"Yervand Kochar street, Yerevan","$320,000",USD,"Վաճառվում է նորակառույց երեք հարկանաի սեփական տուն,Գտնվում է տաշիր առեվտրի կենտրոնի եվ գումի շուկայի հարեվանությամբ,Տունը տրված է վարձակալությամբ, 3 հարկերից ամեն մեկը ունի առանձին մուտք,ՈՒՆԻ ԵՐԿՈՒ ՀԱՏ ԿԱԽՈՎԻ ԲԱԼԿՈՆ, 2- ՐԴ ԵՎ 3-ՐԴ ՀԱՐԿԵՐՈՒՄԱռանձին ջեռուցման կաթսաներ, առանձին կոմունալ հաշվիչներ,Ամբողջ տունը կահավորված է, ունի օդորակիչ,Ամեն հարկը առանձին վարձակալներ ունի,Հարմար է շատ օֆիսային տարածքների եվ փոքր հյուրանոցների համար,Դրսից շենքը ջերմամեկուսացված էԳտնվում է արեվկողմ, երկկողմանի լուսավոր,Առաջին հարկը պարիսպապատ է, ունի բակային տարածք,Գինը սակարկելիՀնարավոր է ամեն հարկի առանձին վաճառք։Newly built three-storey private house for sale.Ещё625 / 5 000Результаты переводаПродается новый трехэтажный частный дом.Он расположен в непосредственной близости от торгового центра Ташир и рынка жевательной резинки.Дом сдается, каждый из 3-х этажей имеет отдельный вход.ИМЕЕТ ДВА ПОДВЕСНЫХ БАЛКОНА, НА 2-М И 3-М ЭТАЖАХОтдельные котлы отопления, отдельные счетчики коммунальных услуг,Весь дом меблирован, есть кондиционер,На каждом этаже отдельные жильцы,Подходит для многих офисных помещений и небольших отелей,Здание теплоизолировано снаружиОн расположен на солнечной стороне, светлый с обеих сторон,Первый этаж огорожен, есть дворовая территория,Цена договорнаяВозможна отдельная продажа каждого этажа.It is located in the vicinity of Tashir trade center and gum market.The house is rented, each of the 3 floors has a separate entrance.HAS TWO HANGING BALCONIES, ON THE 2ND AND 3RD FLOORSSeparate heating boilers, separate utility meters,The whole house is furnished, has air conditioning,Each floor has separate tenants,Suitable for many office spaces and small hotels,The building is thermally insulated from the outsideIt is located on the sunny side, bright on both sides,The first floor is fenced, has a yard area,Price negotiableSeparate sale of each floor is possible.Translated from Armenian",Nov-24-2022_23-14,,,,https://list.am/en/item/17567131
House,Stone,120 sq.m.,3,4,2,By agreement,Not available,Major Renovation,142 sq.m.,"Sundukyan Street, Yerevan","$230,000",USD,"The residential house is located on Sundukyan Street, on the 1st floor of a 3-story private house. It has a separate entrance, the surface of the house is 118 meters, 3 bedrooms, 2 bathrooms, heating system, air conditioner. In addition to the surface of the house, there is a separate 145-meter garden with fruit trees.Translated from Armenian",Nov-24-2022_23-14,,,,https://list.am/en/item/18323403
House,Stone,70 sq.m.,2,3,1,,,Partial Renovation,130 sq.m.,Yerevan › Erebuni,"$50,000",USD,"Sari Tagh, 3rd floor, for immediate sale, with a flat roofTranslated from Armenian",Nov-24-2022_23-14,,,,https://list.am/en/item/18170315
House,Stone,100 sq.m.,2,4,2,Not available,2 spots,Major Renovation,,"4-րդ փողոց 1, Նոր Խարբերդ","$64,000",USD,"A 4-room, two-story newly built private house is for sale in Nor Kharberd, near the Inessa supermarket (at the beginning)The entrance door of the house is made of iron, the electric wires and water pipes have been changed, the windows and interior doors are of European manufacture, it is gas-fired, there are 2 bathrooms: Tile/metal, the floor is laminate, there is a storage room in the yard, access to the yard from the house.On the 1st floor there is a living room, a kitchen, a bathroom.On the 2nd floor: Hallway, three bedrooms, bathroom, open balcony.The house has been completely renovated and is in perfect condition. For details, call the indicated numbers.CODE 217Code Code 217Translated from Armenian",Nov-24-2022_23-14,"BArbecue oven, gazebo","ELectricity, water supply, natural gas, sewerage",,https://list.am/en/item/13906942
House,Stone,105 sq.m.,1,4,1,Not available,2 spots,Major Renovation,225 sq.m.,Yerevan › Kentron,"$109,000",USD,"Very Urgent 4-room 1-storey private house for sale in Cilicia. The front door of the house is iron, the windows are partially changed, made in Europe, the bathroom is tiled, has individual heating system, air conditioner, built-in closet, basement, storage room, gate, fenced. There is a pavilion and a fireplace in the yard. The house has the opportunity to build a second floor. The house is renovated and is in very good condition. Call the listed phone numbers for details.CODE 165:Code Code165Translated from Armenian",Nov-24-2022_23-14,,,,https://list.am/en/item/17343874
House,Stone,230 sq.m.,3,6,3+,Not available,2 spots,Major Renovation,,"Rostovyan street, Yerevan","$200,000",USD,"Urgent three-storey private house is for sale on Rostovyan street, the total area is 230 square meters, of which 80 square meters (3x80) is residential.The house is fenced, the entrance door is iron, the windows are of European production, there is an individual heating system, the bathroom is tiled.In front of the house, in the back, there is a yard with a building that can be used as a business area or a house.The house is fully renovated.Code Code 257Translated from Armenian",Nov-24-2022_23-14,,,,https://list.am/en/item/16431899
House,Stone,246 sq.m.,2,6,1,Not available,2 spots,Partial Renovation,350 sq.m.,Yerevan › Shengavit,"$47,000",USD,"Very Urgent two-storey private house for sale in Ayntap, first line (near the supermarket) The first floor of the house is fully renovated. The entrance door is metallic, the windows and interior doors are of European production, the bathroom is of high quality, has individual heating system. On the first floor there is a living room, a bathroom, a kitchen, a spacious corridor, an open balcony with an entrance to the yard. On the second floor there are 5 bedrooms, a large corridor. The second floor is old renovated. The living area of each floor is 123 square meters. It has an adjoining wall with a two-layer stone. There is a school, a kindergarten and shops in the area.CODE 282:Code Code282Translated from Armenian",Nov-24-2022_23-14,,,,https://list.am/en/item/17042705
House,Stone,450 sq.m.,2,5,1,Not available,2 spots,Major Renovation,,"Khorenatsi street, Yerevan","$220,000",USD,"Urgent 5-room three-storey private house is for sale on Movses Khorenatsi street, the total area is 450 square meters. The living area is 300 square meters. It has a large yard, parking.On the ground floor there is a hall, a dining room, a bedroom, a bathroom, a storage room.On the second floor: Entrance hall, bedrooms, bathroom, balcony.Has the possibility of a third floor.Iron door, electric wires and changed water pipes, baxi system, euro windows, bathroom, kitchen քը corridor: Tiled, balcony.It is fully repaired, it is also for sale with all the property.Code Code 95Translated from Armenian",Nov-24-2022_23-14,,,,https://list.am/en/item/16491116
