,Construction Type,New Construction,Elevator,Floor,Number of Rooms,Number of Bathrooms,Floor Area,Ceiling Height,Balcony,Renovation,Address,Price,Currency,Description
68,Monolith,Yes,Available,5 / 9,3,1,86 sq.m.,from 3 m,Open balcony,Major Renovation,Yerevan › Arabkir,"$133,000",USD,"ID14043:3-room apartment for sale in Arabkir, in a NEW building, 86 sq. M., on the 9 / 5th floor. The apartment is fully renovated, has 2 open balconies and 2 bathrooms.Translated from Armenian"
69,Monolith,Yes,Available,9 / 17,2,1,78 sq.m.,from 3 m,Open balcony,Designer Renovation,Yerevan › Arabkir,,unknown,"A 2-room converted into 3-room apartment with stylish renovation and elegant furnishings in a newly built building is for sale. The entrance door is iron, the floor is covered with laminate, the windows are of European manufacture. The bathroom is tiled with quality tiles and fitted with appropriate plumbing fixtures. There is an individual heating system. The apartment is sold together with property and appliances.Translated from Armenian"
70,Stone,No,Not available,1 / 6,1,1,40 sq.m.,from 2.75 m,Not available,Euro Renovation,Yerevan › Kentron,"$87,000",USD,"Code 2 + 13080:1-2 room converted apartment is for sale in Center. The apartment is located on the high 1st floor of a stone building, it is capitally renovated and uninhabited. Iron entrance door, laminate flooring, euro windows, tiled bathroom.It is on the 1st floor.Translated from Armenian"
71,Stone,No,Not available,3 / 5,3,1,80 sq.m.,from 2.7 m,Closed balcony,Old Renovation,"Komitas Avenue, Yerevan","$97,000",USD,ID02426Վաճառվում է 3 սենյականոց բնակարան Արաբկիրում Կոմիտասի պողոտայում 80քմ 5/3-րդ հարկում բնակարանը վաճառվում է կահույքի և տեխնիկայի հետ միասին:
72,Monolith,Yes,Available,1 / 12,3,1,68 sq.m.,from 3 m,Not available,Designer Renovation,Yerevan › Shengavit,"$108,000",USD,"Apartment for saleShengavit, Chekhov str.• Area of 68 square meters• 3 rooms• 12/1 floor / new building• Renovated in design style• European windows / doors•Heating System• Property / equipment• Side:Translated from Armenian"
73,Monolith,Yes,Available,13 / 14,3,2,117 sq.m.,from 3 m,Open balcony,Designer Renovation,"Amiryan Street, Yerevan","$395,000",USD,"Բնակարան, 3 սենյականոց, Փոքր Կենտրոն, ԵրևանԱմիրյան փողոցԱմիրյան և Զաքյան փողոցների խաչմերուկում` Վաճառվում է 3 սենյականոց լուսավոր բնակարան, որի ընդհանուր մակերեսը 117 քմ է և գտնվում է 14 հարկանի նորակառույց մոնոլիտ շենքի 13-րդ հարկում: Բնակարանը կապիտալ վերանորոգված է, տեղադրված է կենտրոնացված ջեռուցման համակարգ, օդորակիչներ, հատակը ծածկված է որակյալ մանրահատակով և սալիկներով: Առկա է 2 սանհանգույց, որոնք սալիկապատված են, հագեցած սանտեխնիկայով: Բոլոր սենյակները և խոհանոցը ժամանակակից ոճով կահավորված են, համալրված է բարձրորակ կահույքով և տեխնիկայով:Միջանցքը, խոհանոցը և սանհանգույցն ունեն տաքացվող հատակ։Կահույքը, տեխնիկան և սանտեխնիկան գերմանական են։ Առկա է զգեստասենյակ և բաց պատշգամբ` Գեղեցիկ տեսարանով: Շենքում գործում է անխափան վերելակ: Մոտակայքում են գտնվում բոլոր խանութները, բանկերը և ժամանցի վայրերը:Հավելավճարով պարկինքգ—30000$։--Բնակարանը ցուցադրվում է միայն միջնորդական ծառայությունների մատուցման պայմանագիր ստորագրելուց հետո; ներկայանալ անձնագրով:Միջնորդավճարը 2%--Квартира, 3 комнатная, Малый Центр, ЕреванАмирянПродается 3-х комнатная светлая квартира площадью 117 кв. М. На 13-ом этаже 14-ти этажного нового монолитного здания на перекрестке улиц Амиряна и Закяна. Квартира капитально отремонтирована, подключена к системе центрального отопления, есть кондиционеры, пол покрыт качественным паркетом и плиткой. Оба санузла облицованы плиткой и оборудованы сантехникой. Комнаты и кухня обставлены в современном стиле, укомплектованы современной мебелью и качественной техникой. Есть гардеробная и открытый балкон с красивым видом. В здании бесперебойно работает лифт. Рядом находятся магазины, банки и развлекательные заведения.--Apartment, 3 room, Downtown, YerevanAmiryanFor sale is а 2-bedroom, 2-bathroom bright apartment with an area of 117 sqm on the 13th floor of a 14-story new monolithic building at the intersection of Amiryan and Zakyan Streets. The apartment is completely renovated, connected to the central heating system, there are air conditioners, the floor is covered with high-quality parquet and tiles. Both bathrooms are tiled and equipped with plumbing fixtures. The rooms and kitchen are furnished in a modern style, equipped with modern furniture and high-quality appliances. There is a dressing room and an open balcony with a beautiful view. The building has a smoothly running elevator. Nearby there are shops, banks and entertainment venues."
74,Panels,No,Available,4 / 9,3,1,76 sq.m.,from 2.8 m,Closed balcony,Major Renovation,Yerevan › Shengavit,"$84,000",USD,Garegin Nzhdeh St. 3 rooms ․ apartment:Thoroughly reconstructedLaminate flooringԵ / դ Ե / պ:Bathroom tileHeating:Permanent water and gasClosed balconyBright sideWell-maintained yardCall for more informationTranslated from Armenian
75,Panels,No,Available,7 / 16,2,1,63 sq.m.,from 2.75 m,Not available,Cosmetic Renovation,"16th block, Yerevan","$47,000",USD,"The apartment has euro windows, iron door, heating system, the bathroom is tiled, it is on the side, it is parquet, it is on the side, it has 2 chulansTranslated from Armenian"
76,Stone,No,Not available,5 / 5,3,2,90 sq.m.,from 3 m,Multiple balconies,Cosmetic Renovation,"Vardanants street, Երևան","$160,000",USD,"PRICE is negotiableThe building is located in the Small Center, on the first line of Vardanants Street, in a corner position. The apartment has 3-4 rooms, arched, covered with wood (Stalinka Baghdad), there is one apartment on each entrance floor. It has open and closed balconies, chulan, the roof is managed exclusively by the owner of this apartment, it is high, it is usable. The windows of the apartment and the doors are partially changed, the roof is repaired, bathroom. The unit is tiled, equipped with BAXI heating system, has a beautiful view from the balcony (parade)Translated from Armenian"
77,Stone,No,Not available,2 / 7,2,1,76 sq.m.,from 2.75 m,Not available,Partial Renovation,"Vahram Papazyan street, Yerevan","$105,000",USD,"""Yeritsyans"" near the supermarket, turned into 2-3 rooms, in good condition, laminate flooring, euro windowsTranslated from Armenian"
78,Cassette,No,Not available,5 / 5,3,1,64 sq.m.,from 2.8 m,Not available,Cosmetic Renovation,"Moldovakan street, Yerevan","$62,000",USD,"Apartment for sale in Nor-Nork 2 f. On Moldovakan street. 64 square meters, 5/5 floor.The apartment has constant hot and cold water, individual heating system. The apartment is warm and comfortable. The windows are of European production. The kitchen and the bathroom is tiled. A basement-storage room is for sale with the apartment. The roof is fully repaired. The apartment is in a very good location, there are schools, a kindergarten and shops nearby. The apartment is 300 meters away from MegaMall... After seeing the negotiable apartment.Please do not call the agents... On the condition of Vochem.Translated from Armenian"
79,Panels,No,Available,4 / 9,3,1,56 sq.m.,from 2.7 m,Not available,Euro Renovation,Yerevan › Erebuni,"$41,000",USD,"VardashenThe apartment is in excellent condition, renovated in Euro, no additional works are needed, all comforts are available. URGENT!Translated from Armenian"
80,Stone,No,Not available,2 / 4,3,1,85 sq.m.,from 3 m,Closed balcony,Major Renovation,"Nalbandyan street, Yerevan","$230,000",USD,"Ստալինյան նախագիծ, ծածկերը բետոնից, վերանորոգված, եվրոպատուհաններ, մանրահատակ, գազ, մշտական ջուր, սանհնագույցը սալիկապատ, բաց պատշգամբ, արևկող, ունի ավելացրած հատված:"
81,Panels,No,Available,7 / 16,4,2,106 sq.m.,from 2.8 m,Closed balcony,Major Renovation,Yerevan › Kentron,"$120,000",USD,"Center district, BrusovThe apartment is for sale with new furniture and appliances.Translated from Armenian"
82,Stone,No,Not available,1 / 4,1,1,29 sq.m.,from 2.6 m,Not available,Old Renovation,"Arzoumanian Street, Yerevan","$36,500",USD,"A one-room apartment is for sale on Arzumanyan Street. The apartment is old renovated, the bathroom is tiled, in clean condition, sunny location, green area in front of the windows, there is no passage under the windows. Call for details and to see.Translated from Armenian"
83,Monolith,Yes,Available,10 / 12,1,1,42 sq.m.,from 2.8 m,Closed balcony,Major Renovation,"Sisakyan street, Yerevan","$61,000",USD,A 1-room apartment is urgently for sale on Ajapniak Sisakyan StreetApartment in a newly built buildingthe apartment is completely renovatedair conditioning is availablefor sale with kitchen furnitureTranslated from Armenian
84,Panels,No,Available,10 / 13,3,2,83 sq.m.,from 3 m,Closed balcony,Major Renovation,"Aram Khachatryan street, Yerevan","$110,000",USD,"3-room apartment is for sale in Komitas, on Aram Khachatryan street.2 bathroomsair conditionerJacuzziClosed balconyGas stove,Heating System,BAXI,Refrigerator, washing machine,Tableware, linen,Iron door.7Star:Translated from Armenian"
85,Stone,No,Not available,5 / 5,3,1,95 sq.m.,from 2.75 m,Multiple balconies,Major Renovation,Yerevan › Arabkir,"$150,000",USD,"Code 2 + 31902:3-room apartment for sale in Arabkir. The apartment is fully renovated. Iron entrance door, tiled floor, laminate, euro windows, kitchen and bathroom tiled. The apartment has a heating system, air conditioner, an open balcony. For sale together with furniture and equipment.Translated from Armenian"
86,Panels,No,Not available,3 / 9,2,1,67 sq.m.,from 3 m,Closed balcony,Major Renovation,"Komitas Avenue, Yerevan","$77,000",USD,Վաճառվում է Բնակարան Ա. Խաչատրյան փողոցում. Սլավոնական համալսարանի մոտ.2 սենյակը դարձրած 4.Վերանորոգված.Բաքսի.
87,Panels,No,Available,6 / 9,2,1,55 sq.m.,from 2.75 m,Closed balcony,Major Renovation,"Bryusov Street, Yerevan","$65,000",USD,"* Address-Center-Brusov street ** Panel building ** 1 room turned into 2 rooms* Side ** Constant hot and cold water ** Kitchen furniture, built-in cabinets ** Air conditioner ** European windows ** Euro doors ** The floor is laminate, tiled ** Sale of the apartment with all the property and equipment *Translated from Armenian"
88,Stone,No,Not available,3 / 5,3,2,100 sq.m.,from 3 m,Multiple balconies,Euro Renovation,Yerevan › Arabkir,"$165,000",USD,"Community: ArabkirMarshal Baghramyan AvenueATALINYAN PROJECTFIRST LINE3-room apartment with an area of 100 sq. M. Is for saleThe apartment has the opportunity to turn into 4 roomsThere are several balconies, 2 of which have a view of Baghramyan AvenueThe windows are of European productionIndividual heating system / Baxi /There are built-in closetsBathroom and bathtub tiledIron entrance doorSAS supermarket, Friendship metro, etc. Are nearby.Translated from Armenian"
89,Panels,No,Available,6 / 10,4,1,121 sq.m.,from 2.75 m,Closed balcony,Cosmetic Renovation,Yerevan › Kentron,"$210,000",USD,"Apartment for saleCenter, Nalbandyan street• 121 square meters• 4 rooms• 10/6 floor / panel / special project_• cosmetic repair• Euro windows•Heating System• Closed balconyTranslated from Armenian"
