Type,Construction Type,Floor Area,Furniture,Elevator,Location from the Street,Entrance,Address,Price,Currency,Description,Datetime,Parking,Links
Hotel,Stone,1100 sq.m.,,,,,Kotayk › Proshyan,"$300,000",USD,"A hotel is for sale. Business apartment in Proshyan State Farm. Total 1100 square meters. The building is 670 square meters. Each floor is 335 square meters. It has 5 rooms, a large hall, 3 rooms have 2 billiard tables. It is on the first line. It is also suitable for other businesses.Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/18299457
Restaurant,Stone,1780 sq.m.,,,,,Kotayk › Abovian,"$650,000",USD,"The existing restaurant-hotel complex is for sale or exchange. It is provided with all the communal amenities, has a total of 7 rooms (4 1-room... 2 2-room and 1 jacuzzi) and a hall for 100 people.Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/17532874
Functioning Business,Cassette,400 sq.m.,,,,,Kotayk › Dzoraghbyur,"2,500,000 ֏",AMD,"Strawberry greenhouse 400 m/sqsolid construction1400 + small bags and 420 + large bags available inside, drip systemCall for more informationquoted price without area...Strawberry strawberry greenhouse.UrgentTranslated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/18178468
Retail Space,Stone,30 sq.m.,Not available,Not available,First Line,Common from the Street,Kotayk › Abovian,"$42,000",USD,It was built solidly with two floors of stoneTranslated from Armenian,Nov-24-2022_17-55,,https://list.am/en/item/18098298
Multifunctional Space,Stone,184 sq.m.,,,,,Kotayk › Tsakhkadzor,"$140,000",USD,"K-21746Վաճառվում է բազմաֆունկցիոնալ կոմերցիոն տարածք Ծաղկաձորում։ Տարածքը կապիտալ վերանորոգված է, առաջին գիծ։Զրոյական մուտք Մուտքի դուռը՝ ապակյա, պատուհանները՝ եվրո, հատակը՝ սալիկ։ էլ․ լարերը՝ փոխված։ Ունի 80քմ ազատ հողատարածք, մշտական ջուր։ Մուտքը՝ փողոցից։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։Multifunctional commercial area for sale in Tsakadzor. The area is newly renovated and is stationed on the 1stt line. Zero entrance. The entrance door is glass-made, the windows are euro-based, the floor is tiled. The electric wires are newly changed. It has 80sq. M free land and is supplied with constant water. The entrance is from the street.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Nov-24-2022_17-55,,https://list.am/en/item/17421946
Retail Space,Stone,37 sq.m.,,,,,Kotayk › Hrazdan,"7,000,000 ֏",AMD,Продаётся магазин в городе Раздан 32 кв метров по вопросом звоните,Nov-24-2022_17-55,,https://list.am/en/item/18020408
Multifunctional Space,Stone,1150 sq.m.,,,,,Kotayk › Tsakhkadzor,"$350,000",USD,"It is located 100 meters from Tsaghkadzor Mariott Hotel, on the 1st line, right on the road leading to the cable car. The land area is 1000 square meters + , one floor of the building is 381 square meters (24.4*15.6) Beautiful and comfortable stairs lead to a flat roof with a beautiful view, where it is desirable to organize a restaurant or cafe business.Also available for rent.This is the price until the end of this month.Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/17497693
Retail Space,Panels,42 sq.m.,,,,,Kotayk › Hrazdan,"13,500,000 ֏",AMD,"51 square, has a basement, part is not for sale is emptyTranslated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/15620596
Industrial and Manufacturing,Stone,1000 sq.m.,Not available,Not available,First Line,Common from the Street,"Charents street, Yeghvard","$50,000",USD,"A fenced 350 sq / m building can be used for various purposes. It is suitable for a greenhouse. Electricity, drinking water, sewerage, fruit trees. Asphalt road. Near the bus station.Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/17342969
Retail Space,Panels,44 sq.m.,Not available,Not available,First Line,Common from the Street,"Garni street 5, Abovyan","$50,000",USD,A shop is for sale. The store is located in a busy area. For more information call: Price is negotiable.Translated from Armenian,Nov-24-2022_17-55,,https://list.am/en/item/16575326
Industrial and Manufacturing,Panels,2218 sq.m.,Not available,Not available,First Line,Separate from the Street,"2-րդ արդյունաբերական թաղամաս 6, Աբովյան","$920,000",USD,"Plant and industrial land is for sale in Abovyan A production complex in Abovyan is for saleTotal plot area 20,000 square meters, fenced, purpose: Production.The total area of the buildings is 2414 square meters, which includes:sandwich panel module, 2218 square meters, ceiling height 8.5 m, administrative part,Warehouse with a total area of 195 square meters, half-built, guard house.Gas, three-phase current: Own email. From the substation: 240 KWa.Code – SV053Price: $920,000Call for detailsTranslated from Armenian",Nov-24-2022_17-55,COvered parking,https://list.am/en/item/17385028
Everything Else,Stone,630 sq.m.,,,,,Kotayk › Aragyugh,"$35,000",USD,"Livestock farm for sale, building area 630 square meters, land area 3092 square meters (of industrial production significance) The barn is located in Aragyugh community of Yeghvard region of Kotayk region.Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/16456738
Multifunctional Space,Stone,1100 sq.m.,Not available,Not available,Second Line,Common from the Street,"Gevorg Chaush street, Yerevan","$300,000",USD,"A 2-storey commercial area of 1100 sq. M. Is for sale on the first line near the former Ministry of Defense near Yerjan Ashtarak highway. Մ. Total area: The area is in good condition. Euro windows, air conditioner, metal door are installed, the floor is covered with laminate and chromogranite. It is provided with constant water and gas supply. It is heated by a heating system. The bathrooms are tiled, equipped with sanitary ware.Code 17916Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/17433365
Hotel,Stone,905 sq.m.,Available,Not available,First Line,Common from the Street,Kotayk › Abovian,"$330,000",USD,"A restaurant complex is for sale in Kotayk region, on the Yerjan-Shan road,The building area is 190 square meters, has a basement floor (+ 25 square meters), which can be used as a dance floor (with light effects),There are 5 separate dining rooms on the 1st floorOn the 2nd floor there are 5 separate bedrooms with their bathrooms.Two of the bedrooms are renovated, 3 are not, there is a study on the 2nd floor.It has 540 square meters of agricultural landIt has 150 square meters of land as a commercial areaFor sale with all the furniture, equipment and dishes. Chandeliers, table աթ chairs are made of oak.Solar panels are installed on the roof, it has three-phase electricity, water, gas at a distance of 1 km.If desired, it is also possible to rent.Code FA1031Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/17931850
Hotel,Stone,800 sq.m.,Available,Not available,First Line,Separate from the Street,"Isahakyan street, Ծաղկաձոր","$550,000",USD,"The hotel is very well maintainedNo. 14Boiler room, dining room, game room, swimming pool, sauna.Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/16968297
Industrial and Manufacturing,Stone,4000 sq.m.,,,,,Kotayk › Hrazdan,"13,000,000 ֏",AMD,"For rent or For sale Cattle barn in Hrazdan, more specifically on 36 km of Yerjan-Shan highway, the barn is 70 m long and 9 m wide. It is provided with drinking water and three-phase electricity. 16 stone pig cages were built inside. The barn has a storage: Guard post. Adjacent: 4000 m land, For more information call the mentioned phone numbers.THE PRICE IS FINAL!Cattle barn, barn, farm, farm, anasnagom, barn, farm, anasnagom, barn, farm, xozanoc, xozer, kendaniner.Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/10431981
Office Space,Stone,50 sq.m.,Available,Not available,First Line,Common from the Street,"Улица Ханджяна 6-21, Чаренцаван","$60,000",USD,Находится в центре города возле конверс банка 24 кв м можно в аренду,Nov-24-2022_17-55,,https://list.am/en/item/16321245
Retail Space,Stone,1600 sq.m.,,,,,"Այգեգործական փողոց 4, Ջրվեժ","$350,000",USD,"On the road leading to Dzoraghbyur, on the first line, there is a 1600 sq / m fenced corner land, the fronts of which are 36 m and 37 m ․.It has buildings of 600 sq. M.There is water, light, sewerage, it is very suitable for a construction base.Code 70044Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/17076397
Functioning Business,Stone,"20,000 sq.m.",,,,,Kotayk › Aghveran,"$460,000",USD,"Realty Consult ID` C 911:URGENT hotel complex for saleKotayk region, at the beginning of Hrazdan Hankavan roadLand: 43,000 square metersThe hotel complex is 4960 square meters. It consists of two separate structures, each of which includes two basement floors.There are also 5 auxiliary buildings of 670 square meters.PRICE: $ 460,000.The hotel offers comfortable rooms, a restaurant, a club for evening rest, an outdoor swimming pool with a capacity of 800 m 3.The hotel is surrounded by dense forest and a river flows through the plot.Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/17140780
Everything Else,Stone,3000 sq.m.,,,,,Kotayk › Charentsavan,"$25,000",USD,"Land near the house is for sale or exchange.The total area is 3000 square meters. M:Target: Residential or industrial. It is provided with drinking and irrigation water, sewerage and electricity.For more information call:Price is negotiable. Possibly in half _ half version. 1500 sq. M.Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/17193994
Retail Space,Panels,44 sq.m.,,,,,"Pioneerakan street, Abovyan","$50,000",USD,"A working clothes shop is for sale, it can be used for any purpose, even as a living area. The area is 44 square meters, water, electricity, gas passes by. The area is privatized, has the opportunity to expand and 2nd floor. The price is final, it is not for rent, do not call to reduce the price.Translated from Armenian",Nov-24-2022_17-55,,https://list.am/en/item/9089426
