Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Amenities,Appliances,Links
House,Stone,180 sq.m.,2,3,2,Available,2 spots,Cosmetic Renovation,1600 sq.m.,6,Yes,Yes,By Agreement,2 months,Armavir › Echmiadzin,"480,000 ֏ monthly",AMD,"Ամսավճարով 3 + ամսից սհսածԲոլլոր հարմարությունները առկա են ապրելու համար Երեվանի կենտրոնից 22 կմՄանրամասն տեղեկությունների համար զանգել կարողեկ նաեվ գրել viberДаю дом по аренду по месячной оплате от 3 + месяца долговременно есть все необходимие вещи для проживаниеПостаянная пищевая вода,Душ, теплая вода,Техника, кухня, посуда, уютный двор, биседка, мангал, деревя, летний бассеин, настольный тенис, валейболный корт, место для костра, место очень спакойное и недалеко от центра еревана 22 км от центра удобно для 6 персоны, есть маленький торг по вопросам прошу звонить по номеру или написать по вайберу",Dec-15-2022_21-43,"Television, internet, air conditioner, swimming pool, barbecue oven, billiard, gazebo","Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/18669759
House,Stone,70 sq.m.,1,3,1,Available,1 spot,Euro Renovation,100 sq.m.,4,Yes,No,Included,By Agreement,"Vazgen Arajin street, Vagharshapat","350,000 ֏ monthly",AMD,The house is located in the center of the city. It is also possible to rent with a pet for an additional fee.Translated from Armenian,Dec-15-2022_21-43,,,https://list.am/en/item/18561770
House,Stone,500 sq.m.,1,3,1,Available,1 spot,Major Renovation,420 sq.m.,3,Yes,Yes,Not included,By Agreement,"Ղարիբջանյան փողոց, Վաղարշապատ","150,000 ֏ monthly",AMD,"AS088:K. A 2-room private house is for rent in Etchmiadzin. The house has been fully renovated, the windows have been changed. The cost is AMD 150,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18507315
Country House,Stone,1000 sq.m.,2,6,3+,,,Major Renovation,700 sq.m.,,,,,,"Isahak Gasparyan Street, Yerevan","150,000 ֏ daily",AMD,"For daily rent, an area with a swimming pool and a spacious pavilion for family recreation and leisure activities, for details, call the indicated numberTranslated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18164789
House,Stone,180 sq.m.,1,3,1,Available,1 spot,Cosmetic Renovation,100 sq.m.,5,Yes,Yes,Not included,By Agreement,"Արարատյան փողոց, Վաղարշապատ","130,000 ֏ monthly",AMD,"AS091:K. A 3-room private house for rent, next to Araratyan Street in Etchmiadzin. The apartment is provided with all utilities, property and equipment are available. The cost is AMD 130,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18423840
House,Stone,130 sq.m.,1,4,1,Available,1 spot,Euro Renovation,1000 sq.m.,6,Yes,Negotiable,Not included,By Agreement,Armavir › Voskehat,"15,000 ֏ daily",AMD,"Code 7293Dacha for rent in Voskehat community of Etchmiadzin. It has a swimming pool with a filter, a grill, fruit trees, a place to play basketball, a gymnasium, a large parking lot, etc. In case of daily rent, you can also use the rooms of the building by paying 50,000 per day. It has 4 rooms. In case of long term, a man who guards the house lives on the 3rd floor of the house.Monthly salary: 150,000.Translated from Armenian",Dec-15-2022_21-43,"Swimming pool, fireplace, barbecue oven, gazebo","Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron",https://list.am/en/item/17217896
House,Stone,500 sq.m.,1,3,1,Available,2 spots,Major Renovation,420 sq.m.,4,Yes,Yes,Not included,By Agreement,Armavir › Echmiadzin,"130,000 ֏ monthly",AMD,"AS084:K. A 3-room private house is for rent in Doghs village of Etchmiadzin. The house is provided with all communal conditions, there is property, equipment, and it has an orchard that you can use.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18549220
House,Stone,30 sq.m.,1,1,1,Available,Not available,Euro Renovation,600 sq.m.,2,Yes,Negotiable,Not included,2 months,Armavir › Parakar,"220,000 ֏ monthly",AMD,"It is newly renovated, furnished, appliances are available, the sofa can be opened.Translated from Armenian",Dec-15-2022_21-43,"Television, internet, barbecue oven","Fridge, stove, coffee maker, washing machine, water Heater, iron",https://list.am/en/item/18653132
House,Stone,100 sq.m.,1,4,1,Available,3 or more spots,Euro Renovation,1000 sq.m.,5,Yes,Yes,Included,By Agreement,Armavir › Echmiadzin,"15,000 ֏ daily",AMD,"Code 7268Summer house for rent near Etchmiadzin. It has a normal yard, barbecue, porch, living room, 2 bedrooms, furniture and household appliances, swimming pool, etc. It is also available for 1 month or long-term for 150-200,000 drams per month until the middle of spring.Translated from Armenian",Dec-15-2022_21-43,"Television, internet, swimming pool, barbecue oven, gazebo, alarm system",Stove,https://list.am/en/item/17218268
House,Stone,108 sq.m.,1,3,2,Available,3 or more spots,Old Renovation,6 sq.m.,5,Yes,Yes,Not included,2 months,Armavir › Echmiadzin,"200,000 ֏ monthly",AMD,"Дом находится рядом с церковью Гаянэ. Одноэтажный. В доме просторные прихожая, зал, и 2 спальни и кухня. Есть два места для машины- крытый и не крытый. Есть небольшой участок перед входом, и большой участок за домом. Есть веранда, где можно посидеть. А также котёл, чердак. В доме есть все для жилья.",Dec-15-2022_21-43,,,https://list.am/en/item/18168285
Country House,Stone,2000 sq.m.,1,1,1,,,Designer Renovation,1500 sq.m.,,,,,,Armavir › Alashkert,"80,000 ֏ daily",AMD,"Private house for daily rent in Alashkertpavilionswimming poollarge gardencar parkingHOLIDAYS, FRIDAY, SATURDAY, SUNDAY MORE VALUE.Translated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/17335483
House,Stone,150 sq.m.,1,2,1,,1 spot,Major Renovation,405 sq.m.,5,Yes,No,Not included,1 month,Armavir › Echmiadzin,"300,000 ֏ monthly",AMD,It also has a garageTranslated from Armenian,Dec-15-2022_21-43,,,https://list.am/en/item/18529754
House,Stone,120 sq.m.,2,3,1,Available,1 spot,Cosmetic Renovation,150 sq.m.,5,Yes,No,Not included,2 months,"Aragatsi street, Vagharshapat","230,000 ֏ monthly",AMD,It is leased for 6 monthsRent for 6 monthsTranslated from Armenian,Dec-15-2022_21-43,"Television, internet, air conditioner","Fridge, microwave, washing machine",https://list.am/en/item/18606210
House,Stone,67 sq.m.,1,2,1,Available,Not available,Old Renovation,500 sq.m.,3,Yes,Negotiable,Included,Without prepayment,Armavir › Dasht,"150,000 ֏ monthly",AMD,"Село Айгешат Армавирского марза (область) находится на расстоянии 9 км от города Эчмиадзин (центр Армянской апостольской церкви) Работает общественный транспорт до города Эчмиадзин каждые 1,5 часа с 7:30 ч. Утра. Кроме того в селе Айгешат действует служба такси (круглосуточно), из села Айгешата в город Эчмиадзин проезд стоит 1000 драмов (160 рублей)Аренда за месяц 150 000 драм (25000 рублей) коммунальные услуги входят в стоимость аренды.Есть Интернет.Первый этаж двухэтажного дома.Свяжитесь со мной ещё по Telegram, WhatsApp, Viber.",Dec-15-2022_21-43,"Television, internet","Fridge, stove, washing machine, water Heater",https://list.am/en/item/18599141
House,Stone,80 sq.m.,1,2,1,Available,Not available,Old Renovation,150 sq.m.,6,Yes,Yes,Not included,1 month,"Էջմիածին փողոց 1, Պտղունք","85,000 ֏ monthly",AMD,"A private house for rent very close to Zvartnots airport in the village of Tantunk, the transport is accessible on foot in two minutes to the stop... The renovation is old but convenient and clean, it has hot water, refrigerator, TV, gas fridge, closets for two and one person, for long term rent, if you want to see you can see the apartment between 11:00 and 15:00...Translated from Armenian",Dec-15-2022_21-43,,Fridge,https://list.am/en/item/18607771
House,Stone,100 sq.m.,2,2,1,Available,1 spot,Euro Renovation,,3,Yes,Negotiable,Included,By Agreement,Armavir › Echmiadzin,"150,000 ֏ monthly",AMD,"Село Айгешат Армавирского марза (облост) находится на расстоянии 9 км от города Эчмиадзина (центр Армянского аполстоского церкови) Работает общественный транспорт до города Эчмиадзина каждые 1,5 часа с 7:30 ч. Утра. Кроме того в селе Айгешат действуют служба такси (круглосуточно), из села Айгешата в город Эчмиадзин проезд стоит 1000 драмов (160 рублей)Аренда за месяц 150 000 драм (25 000 рублей) коммунальные услуги входит в вышеуказанные стоимость.Интернет есть.Тел. Вотцап. Вайбер. Телеграм.",Dec-15-2022_21-43,"Television, internet, barbecue oven","Fridge, stove, washing machine, iron, hair dryer",https://list.am/en/item/18599704
House,Stone,200 sq.m.,1,4,1,,,Partial Renovation,100 sq.m.,6,Yes,Yes,Not included,By Agreement,Armavir › Echmiadzin,"450,000 ֏ monthly",AMD,"For rent, a 4-room private holiday town in Etchmiadzin at 51/1 Alaverdyan street, the house is located in the center near Yerevan City, call for other questions.Translated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18417102
House,Stone,200 sq.m.,2,5,2,Available,2 spots,Designer Renovation,480 sq.m.,6,Yes,Yes,Not included,1 month,Armavir › Echmiadzin,"500,000 ֏ monthly",AMD,"A 2-storey house is for rent in Teryan, Etchmiadzin. It has an open balcony with a beautiful view, property, appliances, constant hot/cold water. Commission required.New code 7925Translated from Armenian",Dec-15-2022_21-43,"Television, internet","Fridge, stove, washing machine, water Heater",https://list.am/en/item/14550999
House,Panels,150 sq.m.,1,4,1,,,Cosmetic Renovation,150 sq.m.,,,,,,"Улица Хачатура Абовяна 10, Артимет","50,000 ֏ monthly",AMD,A 4-room apartment with communal facilities in Echmiadzn is for rent. 1 room for 1 person for femaleTranslated from Armenian,Dec-15-2022_21-43,,,https://list.am/en/item/18233013
House,Stone,300 sq.m.,2,5,1,,,Major Renovation,1000 sq.m.,,,,,,Armavir › Echmiadzin,"430,000 ֏ monthly",AMD,Сдается дом: Все вопроси по телефоном,Dec-15-2022_21-43,,,https://list.am/en/item/18381778
House,Stone,1300 sq.m.,2,7,1,,2 spots,No Renovation,300 sq.m.,8+,Yes,Yes,Not included,By Agreement,Armavir › Tairov,"$2,000 monthly",USD,Сдаётся частный дом ремонт будет сделан в течении 1 месяца,Dec-15-2022_21-43,,,https://list.am/en/item/18466739
House,Stone,67 sq.m.,1,2,1,,,Euro Renovation,1000 sq.m.,4,Yes,Yes,Not included,By Agreement,Armavir › Echmiadzin,"200,000 ֏ monthly",AMD,"В доме есть кондиционер, интернет, горячая вода. Дом находится на первой линии. Рядом есть второй дом, в одном здании с отдельным входом. Второй дом трехкомнатный с санузлом в каждой комнате. Большой двор с паркингом, позади дома красивый сад с беседками и бассейном. Каждый дом сдаётся отдельно.",Dec-15-2022_21-43,,,https://list.am/en/item/18507791
House,Stone,130 sq.m.,1,3,1,Available,1 spot,Euro Renovation,56 sq.m.,1,Yes,Yes,Not included,By Agreement,"Հակոբյան փողոց 47, Վաղարշապատ","280,000 ֏ monthly",AMD,"AS083:K. A 3-room private house is for rent on Hakob Hakobyan Street in Etchmiadzin. The house is completely newly renovated and furnished. All utilities and wifi available.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-43,"Television, internet, air conditioner","Fridge, stove, coffee maker, washing machine, drying machine, water Heater, iron",https://list.am/en/item/18559467
House,Stone,150 sq.m.,1,3,1,,,Euro Renovation,200 sq.m.,,,,,,Armavir › Argavand,"400,000 ֏ monthly",AMD,"Տունը կապիտալ Եվրովերանորոգված է։ Մշտական տաք և սառը ջուր, գազ, արևկող, ունի սեփական հողատարածք 200 քռ. ։Տունը վարձով է տրվում գույքի հետ միասին։ Մանրամասների համար զանգահարելСдаётся в аренду дом, Евроремонт, постоянная горячая и холодная питьевая вода, газ, солнечно. Сдаётся с мебелью",Dec-15-2022_21-43,,,https://list.am/en/item/18416862
House,Stone,70 sq.m.,2,3,1,Available,Not available,Major Renovation,80 sq.m.,2,Yes,No,Not included,2 months,Armavir › Echmiadzin,"200,000 ֏ monthly",AMD,"Code 7635A 3-room house is for rent on the street leading from the center of Etchmiadzin. There is property, appliances, heating, hot/cold water, etcdeposit and commission required.Translated from Armenian",Dec-15-2022_21-43,"Television, internet, air conditioner, gazebo, alarm system","Fridge, stove, washing machine, water Heater",https://list.am/en/item/18536144
House,Stone,138 sq.m.,1,5,2,,,Major Renovation,450 sq.m.,5,Yes,Yes,Not included,2 months,Armavir › Echmiadzin,"400,000 ֏ monthly",AMD,"Code: 7881Not far from the center of Etchmiadzin, a 6-room detached house is for rent with new connections and new equipment. It has 3 bedrooms and a bathroom.Fenced plot,bucks,Internet,air conditioner,2 kitchens,2 bathrooms,large parking lot,garage,open balconybig forehead too.It is given for at least 6 months. Deposit and commission required.Translated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18534576
House,Stone,80 sq.m.,1,1,1,,,Partial Renovation,,,,,,,"Isahak Gasparyan street 21, Parakar","180,000 ֏ monthly",AMD,"A large and bright space is for rent in Parakar, on the way to the airport. You can use the space as an office, it can also serve as a residenceTranslated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18410922
House,Stone,250 sq.m.,1,4,1,,,Euro Renovation,3500 sq.m.,6,Yes,Yes,By Agreement,By Agreement,Armavir › Yeghegnut,"350,000 ֏ monthly",AMD,С даётся в аренду дом новостройка в Армавире сило Егегнут 30 минут езди от центра Еревана.Общая площадка дома 250кв. М.Фруктовый сад 3500кв. М.️3 спальной комнатны️1 гостевая комната️1кухня️1 санузел️Бассейн️Балкон️Гараж️Подвал,Dec-15-2022_21-43,,,https://list.am/en/item/18409784
House,Stone,250 sq.m.,1,2,1,Available,1 spot,Major Renovation,180 sq.m.,3,Yes,Yes,Not included,By Agreement,"Տերյան փողոց, Վաղարշապատ","200,000 ֏ monthly",AMD,"AS087:K. A 2-room private house is for rent in the Charents district of Etchmiadzin. The house is equipped with all utilities, wifi, furniture and appliances. The cost is AMD 250,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18508474
House,Stone,250 sq.m.,1,3,1,,,Major Renovation,400 sq.m.,4,Yes,No,Not included,2 months,"Shahumyan street, Vagharshapat","$1,200 monthly",USD,"Private house for rent in Etchmiadzin, fully renovated, heating system,3 bedrooms,2 bathrooms,Not far from the center, a newly renovated private house with new property and equipment and almost uninhabited.Delivered Long TermAgency commission: 50%Translated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/17334330
House,Stone,150 sq.m.,1,3,1,,,Cosmetic Renovation,,3,No,No,By Agreement,2 months,Armavir › Echmiadzin,"120,000 ֏ monthly",AMD,Дом находится в благоприятном состоянии!Жду ваших звонков!,Dec-15-2022_21-43,,,https://list.am/en/item/18474657
House,Stone,120 sq.m.,1,5,1,,,Cosmetic Renovation,300 sq.m.,1,Yes,Yes,Not included,2 months,Armavir › Echmiadzin,"350,000 ֏ monthly",AMD,"A 5-room detached house is available for rent on Spandaryan Street in Etchmiadzin. It has taxi, air conditioner, property, equipment, closed parking lot, etcCode 7832Translated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18470941
House,Stone,110 sq.m.,1,4,1,Available,1 spot,Euro Renovation,400 sq.m.,4,Yes,Yes,Not included,2 months,Armavir › Echmiadzin,"140,000 ֏ monthly",AMD,"Code 7899A 4-room detached house is for rent not far from Etchmiadzin bus station. It has a yard, a plot of land, a kalonka, property and equipment.Translated from Armenian",Dec-15-2022_21-43,,"Fridge, stove, washing machine, water Heater",https://list.am/en/item/17649270
House,Stone,600 sq.m.,2,4,1,Available,3 or more spots,Major Renovation,450 sq.m.,5,Yes,Yes,Not included,By Agreement,Armavir › Echmiadzin,"360,000 ֏ monthly",AMD,"AS075:K. A 4-room private house is for rent on Tamanyan Street in Etchmiadzin. The house has property and equipment, has a large parking space, heating system. The total area is 600 square meters, and the residential area is 150 square meters. The cost is AMD 360,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-15-2022_21-43,,,https://list.am/en/item/18428189
House,Stone,27 sq.m.,1,1,2,,,Euro Renovation,600 sq.m.,3,Yes,No,Not included,1 month,Armavir › Tairov,"250,000 ֏ monthly",AMD,"Сдается 1-комнатный частный дом в Таирове. Находится в 1 км от перекрестка Аргванди. Постоянная горячая и холодная вода, 2 кухни, холодильник, кондиционер, просторный зеленый двор, интернет, санузел 1 полевой, 1внутри дома, парковка. Տրվում է վարձով 1 սենյականոց առանձնատուն Թաիրովում. Գտնվում է արգվանդի խաչմերուկից 1կմ հեռավորության վրա։ Մշտական տաք և սառը ջուր, 2 խոհանոց, սառնարան, օդորակիչ, ընդարձակ կանաչապատ բակ, ինտերնետ, սանհանգույց, ավտոկայանատեղ.",Dec-15-2022_21-43,,,https://list.am/en/item/18420683
