Type,Land Area,Address,Price,Currency,Description,Datetime,Service Lines,Links
For Residential Development,1000 sq.m.,Ararat › Masis,"$12,500",USD,"Land for sale in the village of Darakert. The land is close to the house. Each plot is 2 pieces, 1000 m2, $12500.Translated from Armenian",Nov-25-2022_00-58,,https://list.am/en/item/15604038
For Residential Development,830 sq.m.,Ararat › Nor Kharberd,"$15,000",USD,"A plot of land for sale in Nor Kharberd village. 200 meters from the main road. Very convenient location. Gas, electricity, water are in front. Frontage 19 meters. No problem with registration. Call for details. Negotiable.Translated from Armenian",Nov-25-2022_00-58,,https://list.am/en/item/18272974
For Public Buildings,600 sq.m.,"13-я улица, Айнтап","$18,000",USD,Տնամերձ հողատարածք Աինտափ գյուղի մեջ հիանալի տեղ գազ ջուր լույս շտապ հարդԿոդ Err34445,Nov-25-2022_00-58,,https://list.am/en/item/17876193
For Residential Development,1000 sq.m.,Ararat › Geghanist,"$28,000",USD,Участк находится геганистье 1000м,Nov-25-2022_00-58,,https://list.am/en/item/17471179
For Residential Development,160 sq.m.,Yerevan › Shengavit,"$48,000",USD,"KOD-62044Land intended for residential construction, suitable for building a private house.The land is privatized, there is a certificate of ownership.The area is very convenient in terms of communications - nearby there are schools, kindergartens, shops, 3 metro stations /Gortsaranai, Shengavit, Garegin Nzhdehi Square/, Grand Sport gym, Yerevan Mall, etc.The land has no common walls with neighbors.Code 61009Translated from Armenian",Nov-25-2022_00-58,,https://list.am/en/item/16520175
For Residential Development,600 sq.m.,Ararat › Getapnya,"$23,000",USD,"KOD-61223A plot of land is for sale in a populated district. Communications are nearby.^ Water, electricity, gas^ Orchard^ Located in the central part.^ There is a city route^ Frontage 10 mTranslated from Armenian",Nov-25-2022_00-58,,https://list.am/en/item/16991644
For Residential Development,1100 sq.m.,Ararat › Mkhchyan,"$25,000",USD,"There is a half-built building on the land, 12×12 square meters, there is a 9-meter caravan, it has electricity and irrigation water (artisan)Those who really want to write or callTranslated from Armenian",Nov-25-2022_00-58,,https://list.am/en/item/18282701
For General Purpose,800 sq.m.,Ararat › Nor Kharberd,"$4,000",USD,"Վաճառվում է հողատարածք Նոր Խարբերդում, Անուշ այգեգործական 4 հասցեյում։ Ավելի մանրամասն տեղեկությունների համար զանգահարեք նշված հեռախոսահամարով կքննարկենք։",Nov-25-2022_00-58,,https://list.am/en/item/15422225
For Residential Development,720 sq.m.,Ararat › Masis,"$30,500",USD,"Land near the house in Masis 720 sq. M. Մ. Cultivated fruit trees with the possibility of expanding artesian water, corner soilTranslated from Armenian",Nov-25-2022_00-58,,https://list.am/en/item/17415301
Agricultural,6000 sq.m.,Ararat › Ararat,"$33,000",USD,"6000 square meters of land for sale. It is located near the Khosrov reserve. It is a good area for a dacha. The land is adjacent to the main road on one side and the Vedi river on the other. The distance from the city of Vedi is 23 km. 73 km from Yerevan. Drinking and irrigation water is available. If desired, they can also send a video.Land. Земельный участок.Translated from Armenian",Nov-25-2022_00-58,,https://list.am/en/item/15814706
Agricultural,3000 sq.m.,Ararat › Urtsadzor,"$16,000",USD,"3000 sq. M. Land is for sale near Khosrov reserve. It is a good area for Dacha. The land is connected to the main road on one side, to the Vedi river on the other side. It is located 23 km away from the city of Vedi. Urgent Dacha. Country:Translated from Armenian",Nov-25-2022_00-58,,https://list.am/en/item/15298897
For Residential Development,1870 sq.m.,"Masis highway, Marmarashen","8,000,000 ֏",AMD,"Apricot, peach and cherry trees are planted in the plot. Equipped with permanent irrigation water with deep pump. It is fenced with columns and barbed wire. It is located near the street where gas, electricity and water pass. The sides are populated, but there is an opportunity to buy additional land.Translated from Armenian",Nov-25-2022_00-58,,https://list.am/en/item/17934633
For Residential Development,450 sq.m.,Ararat › Artashat,"$10,500",USD,"Звонить до 21:00, улица Нарекацуи 7, примерно 50 метров от трассы ресторана Армения. Вода и свет прямо напротив. Улица заселена. С документами проблем нет, драмовых долгов нет, все нормально. Просьба звонить реальным покупателям и адекватным людям. ТОРГА НЕТ ОБМЕНА НЕТ Զանգել մինչ 21:00 Նարեկացուի 7 փողոց՚Արմենիա րեստորանի մոտ՛50 մետր տրասայից. Մի կոխմը քարից պարիսպ՛ջուր լույս հենց դեմնա։փողոցը բնակեցված է՚ Փաստաթղթերի հետ կապված ոչ մի խնդիր չունի՚ ոչ մի դրամ պարտք չունի ամեն բան նորմալա։Խնդրանք՛ զանգեն ռեալ գնորդներ և ադեկվատ մարդիկ՚ ՉԻ ՍԱԿԱՐԿՎՈՒՄ ՉԻ ՓՈԽԱՆԱԿՎՈՒՄTranslated from Armenian",Nov-25-2022_00-58,,https://list.am/en/item/17746982
For Residential Development,500 sq.m.,Ararat › Ayntap,"7,500,000 ֏",AMD,"The land has access to electricity, irrigation and drinking water.Translated from Armenian",Nov-25-2022_00-58,,https://list.am/en/item/17561939
Agricultural,6900 sq.m.,Ararat › Masis,"$12,500",USD,"Agricultural land for sale in Masis, on the road to Norabats village. Suitable for greenhouse, communications are close. Dimensions approximate: 60 square meters * 120 square meters. The land is the second line, about 25 meters away from the main road.Translated from Armenian",Nov-25-2022_00-58,,https://list.am/en/item/16266634
Agricultural,3600 sq.m.,Ararat › Arbat,"$12,000",USD,On a sunny road from SaturdayTranslated from Armenian,Nov-25-2022_00-58,,https://list.am/en/item/17658249
Agricultural,3600 sq.m.,Ararat › Arbat,"8,000,000 ֏",AMD,On a sunny road from SaturdayTranslated from Armenian,Nov-25-2022_00-58,,https://list.am/en/item/17608521
Agricultural,4300 sq.m.,"Արտաշատի խճուղի 101/7, Երևան","2,500,000 ֏",AMD,It is located on the main road.Translated from Armenian,Nov-25-2022_00-58,,https://list.am/en/item/17173162
For Residential Development,454 sq.m.,"1-st street, Ayntap Border","$25,000",USD,"I am selling a land for residential construction in Ayntap, address 1 street 43/1, the land front is 24.9 meters.Translated from Armenian",Nov-25-2022_00-58,,https://list.am/en/item/17875120
Agricultural,6000 sq.m.,"Yerevan Highway, Nor Kyurin","$3,200",USD,Agricultural land of 6000 square meters is for sale. In total area. The land is located in Nor Kyurin village very close to Yerevan. Suitable for cultivating fruit trees. Will also consider an exchange for a car.Translated from Armenian,Nov-25-2022_00-58,,https://list.am/en/item/18017139
For Residential Development,240 sq.m.,"18-րդ փողոց 40, Այնթապ","$9,000",USD,"A plot of land near the house is for sale, there is gas, electricity, water nearby. Call for more detailsTranslated from Armenian",Nov-25-2022_00-58,,https://list.am/en/item/18374054
Agricultural,2800 sq.m.,Ararat › Masis,"$4,000",USD,"Vineyard in Norabats village, with 2800 sq. M. Certificate, 3500 sq. M. Actual, about 300 m from the asphalt road, next to the ground roadTranslated from Armenian",Nov-25-2022_00-58,,https://list.am/en/item/13825867
Agricultural,5000 sq.m.,Ararat › Artashat,"$6,000",USD,"The land is for sale or for rent, for cultivating tomatoes, pepper, eggplant,I will exchange Airatsia in nearby villages, Getapnya, Ghukasavan, Geghanist, Azatashen, Khachpar, villages, or Masis-Norabats highway with arable land. With equal land or a little extra from me,Big request in exchange please don't shoot me unrealistic prices and don't waste your time.5000 sq. M, 80 2-year-old mulberry trees, it is possible to add 2 rows of other trees on the distance of 8x7 trees, water is always paid, there is also a well, the distance from the highway is about 1 km to Zastav, excellent view of Masis mountain.Mandatory condition: Sold only to ArmeniansTranslated from Armenian",Nov-25-2022_00-58,,https://list.am/en/item/17506963
Agricultural,"110,000 sq.m.",Ararat › Artashat,"$285,000",USD,"11 hectares of land with a document, just 15 hectares. 3 lanes on the road 13 km north-south from Yerevan. It has electricity in its own substation 60 kV, there is no water problem, it has 3 super powerful artesian. There is an anti-hail station. Suitable for intensive garden, greenhouse, farm and other agricultural activities. Artashat highway.Translated from Armenian",Nov-25-2022_00-58,,https://list.am/en/item/15908600
For Residential Development,800 sq.m.,"Մ. Հերիքյան, Դաշտավան","4,000,000 ֏",AMD,"At a distance of only 7 km from Yerevan, in the Dashtavan village of Masisi, in Dashtavan, a plot of land of 800 sq. M. Near the house is for sale, with the possibility of expansion, making it up to 1000 sq. M.The land is located, coming from Yerevan, at the beginning of the village, in the newly replenished district.There is current (neutral and phase) in the land area, which has become a subscriber.Gasification and water supply plans are in progress.The price is variable, depending on the dollar exchange rate.For other questions, call.Translated from Armenian",Nov-25-2022_00-58,"ELectricity, sewerage",https://list.am/en/item/18339669
For Public Buildings,300 sq.m.,"Kanachut Roadway, Aygestan","$5,000",USD,"It is also for sale and can be exchanged, it will be reasonable to buy a car or or, in the center of the village of Aygestan, it has all the household amenities, it is also possible to rent, the price is not excessive, if you buy real, it will be negotiated, if you have any questions, please contact this numberTranslated from Armenian",Nov-25-2022_00-58,,https://list.am/en/item/17294831
For Residential Development,1000 sq.m.,Ararat › Ararat,"$5,000",USD,"Հողատարացքը գտնվում է Արարատի մարզ գյուղ խալիսա (նոյակերտ), տնամերձ է ընդանուր մակերեսը 1000 քմ. Սեփականաշնորած է առկա են բոլոր փաստատխտերը, նաև կպոխանակեմ մեքենաի հետ",Nov-25-2022_00-58,,https://list.am/en/item/14953933
For Residential Development,1130 sq.m.,"Կամո Բալայան փողոց 4, Դարբնիկ","$11,300",USD,"Semi-detached building, 60 square meters of land, 1130 square meters, one side is fenced, the others are neighbors. The walls of the house are thick tuff. The land is flat, 18/62.5 needs to be cleaned of weeds. I can correct the photos by Votsap.Translated from Armenian",Nov-25-2022_00-58,,https://list.am/en/item/17802522
