Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Address,Price,Currency,Description,Datetime,Parking,Appliances,Window Views,The House Has,Links
Stone,No,Not available,5,80 sq.m.,3,1,from 2.6 m,4,Open balcony,,Major Renovation,"Mesrop Mashtots street 65, Vagharshapat","$65,000",USD,The apartment is provided with constant water. The living room and bedrooms have air conditioners. There is a heating system.Translated from Armenian,Nov-25-2022_14-04,,,,,https://list.am/en/item/18166912
Stone,No,Not available,2,64 sq.m.,2,1,from 2.7 m,1,Open balcony,,No Renovation,Armavir › Echmiadzin,"$10,000",USD,"Վաճառվում է. 2 սենյականոց բնակարան Ոսկեհատ գյուղում, որն ունի վերանորոգման կարիք։ Բնակարանը գտնվում է գյուղի կենտրոնում։",Nov-25-2022_14-04,,,,,https://list.am/en/item/18183314
Stone,No,Not available,3,150 sq.m.,4,1,from 2.8 m,3,Open balcony,Available,Euro Renovation,"1-ին փողոց 2, Մոնթեավան","16,000,000 ֏",AMD,Продам квартиру в хорошем состоянииЗдание трех етажн на на третьем этажеЕсть большое гараж птицы подробнее звоните договоримся,Nov-25-2022_14-04,,,,,https://list.am/en/item/17497830
Panels,No,Not available,5,60 sq.m.,2,1,from 2.7 m,1,Not available,By agreement,Major Renovation,Armavir › Echmiadzin,"$46,000",USD,"A 2-room apartment is for sale in Echmiadzin, Yeghishe Charents district (Boin)The apartment has been fully renovated, the windows have been changed, the bathroom, hallway and kitchen are tiled, the floor is wooden parquet.There is gas, heating system, constant hot and cold water...Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/17871452
Stone,No,Not available,4,32 sq.m.,1,1,from 2.7 m,4,Open balcony,Not available,Major Renovation,Armavir › Echmiadzin,"$36,000",USD,"AS034:K. A 1-room apartment on the 4th/4th floor is for sale on Spandaryan Street in Etchmiadzin. It is completely completely renovated, it has constant hot and cold water, an open balcony. The doors and windows of the apartment have been changed. The cost is $36,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/14640165
Stone,No,Not available,5,72 sq.m.,3,1,from 2.75 m,5,Open balcony,,Partial Renovation,Armavir › Echmiadzin,"$57,000",USD,A 3-room apartment is for saleGarage is available ($4000 extra)Etchmiadzin City on Vazgen A Streetfloor 5The area is 72 square metersAshotHeating SystemAir conditionerOpen shoeAlong with the cabinetsWarehouseFor more information call...Code A090Translated from Armenian,Nov-25-2022_14-04,,,,,https://list.am/en/item/16994443
Stone,No,Not available,5,77 sq.m.,3,2,from 2.75 m,4,Multiple balconies,,Partial Renovation,Armavir › Echmiadzin,"$45,000",USD,"Apartment for saleAddress K. Echmiadzin Zvartnots districtArea 75.9 square metersNumber of rooms 3 Floor 4 Has Closed and open balconies permanent water, light, gas. He and internet connectionCode H083Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/17733059
Stone,No,Not available,5,84 sq.m.,4,1,from 2.75 m,5,Multiple balconies,,No Renovation,Armavir › Echmiadzin,"$55,000",USD,"A 5-room apartment is for sale on Surb Mesrop Mashtots Street in Etchmiadzin, near Anmar Krak.5th floorUtilitiesSewer and water lines replacedDoors and windows replacedThe floor is wooden parquet and tiledIron entrance doorPotential to move forwardExchange with your own home is also possibleArea: 70.9 square metersCall TigranCode T430Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/17202120
Stone,No,Not available,5,70 sq.m.,3,1,from 2.8 m,4,Closed balcony,,Old Renovation,Armavir › Armavir,"€30,000",EUR,В городе Армавир остальние вопрсы по телефону,Nov-25-2022_14-04,,,,,https://list.am/en/item/18220409
Panels,No,Not available,5,104 sq.m.,3,1,from 3 m,4,Multiple balconies,Not available,Partial Renovation,Armavir › Echmiadzin,"$65,000",USD,"Aragats Massif. The apartment is in normal condition. There is a large lighted playground next to the building. There is a school and a kindergarten right next to the building. The building has a large yard. The balcony is large and + 1 room, the view is free directly in front of Masis mountain.Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/18369083
Stone,Yes,Not available,1,150 sq.m.,4,1,from 3.5 m,1,Open balcony,,Euro Renovation,Armavir › Echmiadzin,"$90,000",USD,"The house was built in 2020. The total land area is 1500 square meters, of which 1000 square meters are greenhouses. The house is located in the village of Haykashen, Etchmiadzin, near the main road, there is a school near the school.Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/17629962
Stone,Yes,Not available,5,65 sq.m.,2,1,from 2.6 m,2,Closed balcony,,Old Renovation,"Baghramyan street, Armavir","16,000,000 ֏",AMD,"The apartment is on the first floor, in a convenient location, there are a market, a restaurant, a school, in a word, it is located in a convenient locationTranslated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/18339234
Stone,Yes,Not available,1,150 sq.m.,4,1,from 3.2 m,1,Not available,,Partial Renovation,"16-րդ փողոց 4, Ծաղկալանջ","$48,000",USD,It is located in the village of Tsaghkalanj. The village is located in K. 7 km from EtchmiadzinTranslated from Armenian,Nov-25-2022_14-04,,,,,https://list.am/en/item/18016658
Stone,Yes,Not available,5,78 sq.m.,3,1,from 2.8 m,2,Open balcony,Not available,Euro Renovation,"Mesrop Mashtots street, Vagharshapat","$86,000",USD,"The apartment is located in the center of the city, there is a kindergarten, a school, shops in the area, it is completely renovated, it has a private water line, the electric wires have just been changed, it has a heating box system, it will become a 4-room if desired. It is necessary to install one window in the balcony.Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/17878491
Stone,No,Not available,5,89 sq.m.,4,1,from 2.7 m,5,Open balcony,Available,Partial Renovation,"Մարշալ Բաղրամյան փողոց 21, Արմավիր","$50,000",USD,"I AM THE HOME OWNER, NOT AN AGENCYThe apartment is completely renovated, facing the sun, has all the amenitiesConstant hot and cold waterAll windows EuroThe roof is repairedHas 2 balconies facing the streetThe entrance door is ironThe floor is oakTranslated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/18082697
Stone,No,Not available,1,800 sq.m.,4,2,from 2.5 m,1,Not available,,Old Renovation,Armavir › Armavir,"$20,000",USD,For more information callTranslated from Armenian,Nov-25-2022_14-04,,,,,https://list.am/en/item/16996513
Stone,No,Not available,5,86 sq.m.,3,1,from 2.8 m,5,Multiple balconies,Not available,Partial Renovation,"Ереванское шоссе 71, Мердзаван","$40,000",USD,"A comfortable apartment in Merdzavan is for sale. The apartment faces the sun, has all the amenities. It is close to the bus stop, there are shops, a school, a kindergarten nearby. Urgent sale by owner. Price negotiable.Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/16196328
Stone,No,Not available,4,48 sq.m.,2,1,from 2.7 m,4,Open balcony,Not available,Euro Renovation,"Улица Егише Чаренца 34, Армавир","$45,000",USD,Так же рассматривается вариант оплаты рублями.,Nov-25-2022_14-04,,,CIty view,,https://list.am/en/item/18333083
Stone,No,Not available,2,400 sq.m.,7,3+,from 3 m,1,Open balcony,Available,Partial Renovation,"Վարդան Մամիկոնյան փողոց 16, Վաղարշապատ","$90,000",USD,"Apartment for sale in Etchmiadzin Vardan Mamikonyan 16g, together with operating businesses. Lemonade factory, tonri lavash. The 1st floor is intended as a shop, it has 7 rooms with 3 bathroomsTranslated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/17368124
Stone,No,Not available,3,80 sq.m.,3,1,from 2.8 m,2,Open balcony,,Euro Renovation,Armavir › Baghramyan,"15,000,000 ֏",AMD,"The apartment is equipped with all utilities (24h) Fully renovated, bright, kitchen furniture with a gas stove is adapted to the conditions of the kitchen and is included in the total price of the apartment. There is also a non-removable cabinet for cans. It is located 8 km from Yerevan. Baghramyan-Yerevan bus number 205 operates with a frequency of 10 minutes.Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/18239066
Panels,No,Not available,5,91 sq.m.,4,1,from 2.7 m,1,Closed balcony,By agreement,Old Renovation,Armavir › Metsamor,"$38,000",USD,Находится на центральной улице дом 13а. Присутствуют все коммуникации. Для подробной информации звонить.,Nov-25-2022_14-04,,,,,https://list.am/en/item/17551199
Stone,Yes,Not available,4,59 sq.m.,2,1,from 3 m,2,Multiple balconies,Available,Partial Renovation,Armavir › Lukashin,"$18,000",USD,Urgent sale 2-room apartment in Lukashin Gyuk or exchange I will hear for details Call the mentioned number. ARMAVIR LUKASIN GYUXUM Apartment is not for rentTranslated from Armenian,Nov-25-2022_14-04,,,,,https://list.am/en/item/17604339
Stone,No,Not available,5,77 sq.m.,3,1,from 2.8 m,5,Closed balcony,,Major Renovation,Armavir › Armavir,"20,000,000 ֏",AMD,27 Baghramyan building has been completely renovated and has all utilitiesTranslated from Armenian,Nov-25-2022_14-04,,,,,https://list.am/en/item/18297177
Stone,No,Not available,5,64 sq.m.,2,1,from 2.75 m,5,Open balcony,,Major Renovation,Armavir › Echmiadzin,"$41,500",USD,"Apartment for saleAddress K. EtchmiadzinV, First (Kirov)Area 65 square metersNumber of rooms 2 + characters Floor 5 With open balcony. It has light. Water. Gas.AshotCall for detailsCode E745Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/16887609
Stone,No,Not available,5,103 sq.m.,5,2,from 2.75 m,5,Multiple balconies,Not available,Partial Renovation,Armavir › Echmiadzin,"$110,000",USD,Code E007In the heart of Etchmiadzin (publication)Garage (legal)5-room apartmentArea 103 square metersProperty with appliances negotiableFloor 5Bucks systemUtilitiesFor more information call:Translated from Armenian,Nov-25-2022_14-04,,,VIew of ararat,,https://list.am/en/item/17439661
Stone,No,Not available,5,110 sq.m.,3,1,from 2.75 m,4,Open balcony,,Partial Renovation,Armavir › Echmiadzin,"$55,000",USD,3-room apartment for saleAt the beginning of the Charents district of Etchmiadzin (near the Park)4th floorUtilities2 balconiesRenovatedWooden parquet and tiled floorDoors and windows replacedWater tank: 300 litersWater pumpThe front door is iron‼Surface: 110 square meters (52 square meters voluntary)AshotCode A0081Translated from Armenian,Nov-25-2022_14-04,,,,,https://list.am/en/item/14954045
Stone,No,Not available,5,61 sq.m.,2,2,from 2.75 m,4,Not available,,Major Renovation,Armavir › Echmiadzin,"$47,500",USD,"An apartment with all its property and equipment is for saleAddress K. Echmiadzin Charents district Floor 4 Room 2 Residential 63 sq. M. Heating system (BAXI) Separate storage room, open balcony, has all the communal facilitiesCall for detailsCode H086Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/15292678
Stone,No,Not available,5,68 sq.m.,3,1,from 2.75 m,1,Closed balcony,,No Renovation,Armavir › Echmiadzin,"$51,000",USD,"Address: EchmiadzinArea 68 square metersFloor 5/1️Additional DataAn apartment is for sale in Charents district, it has a heating system (BAXI), the number of rooms is 3, it has a large balcony, it has a garage.For more information callCode R135Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/15055688
Stone,No,Not available,5,71 sq.m.,3,1,from 2.7 m,3,Not available,,Partial Renovation,Armavir › Echmiadzin,"$47,000",USD,Apartment for saleAddress K. Etchmiadzin Aragats massifThe area is 71 square metersNumber of rooms 3 Floor 3 Has a storage room. Power lines changed. Water lines changedԵռTel FireCall for detailsCode H029Translated from Armenian,Nov-25-2022_14-04,,,,,https://list.am/en/item/14601208
Panels,No,Not available,5,80 sq.m.,3,1,from 2.75 m,4,Multiple balconies,,Partial Renovation,Armavir › Echmiadzin,"$65,000",USD,A 3-room apartment is for saleIt is also possible to sell together with GukOn Mashtots Street in EtchmiadzinFloor 4The area is 80 square metersHeating Systemair conditioneropen strapoverhauledFor more information callCode A082Translated from Armenian,Nov-25-2022_14-04,,,,,https://list.am/en/item/17050847
Stone,No,Not available,4,60 sq.m.,2,1,from 2.6 m,2,Open balcony,,Major Renovation,Armavir › Echmiadzin,"$60,000",USD,"The apartment is in Ejiashn, completely renovated, has all utilities, is located in a stone building, the ceiling height is 2.6m, it has a heating system, air conditioner, it is sold partially with the property.Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/18119868
Panels,No,Not available,5,75 sq.m.,3,1,from 2.75 m,4,Closed balcony,,Major Renovation,Armavir › Metsamor,"$50,000",USD,Очень хорошая квартира уютная и тёплая,Nov-25-2022_14-04,,,,,https://list.am/en/item/16298747
Stone,No,Not available,2,650 sq.m.,3,1,from 3 m,2,Closed balcony,,Major Renovation,Armavir › Parakar,"$160,000",USD,The apartment is renovated. It has all the communal facilities. The first floor of the house will serve as a workshop.Translated from Armenian,Nov-25-2022_14-04,,,,,https://list.am/en/item/17486034
Stone,Yes,Not available,1,630 sq.m.,3,1,from 3 m,1,Not available,,No Renovation,Armavir › Parakar,"$52,000",USD,The half-built house is located in Parakar. There is a residential house at the end of the land.Translated from Armenian,Nov-25-2022_14-04,,,,,https://list.am/en/item/17284478
Stone,No,Not available,5,47 sq.m.,2,1,from 2.7 m,4,Closed balcony,,No Renovation,Armavir › Echmiadzin,"$39,000",USD,"The apartment is located in the center of Etchmiadzin, it has electricity, water, gas, the ceiling height is 2.7m, it has a closed balcony, the apartment needs renovation.Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/18367000
Stone,No,Not available,5,80 sq.m.,3,1,from 2.7 m,4,Open balcony,,Major Renovation,Armavir › Echmiadzin,"$65,000",USD,"The apartment is located in the central part of Etchmiadzin, has all utilities, heating system, air conditioner, ceiling height 2.65m, has an open balcony, 3 rooms have been converted into 4, the apartment is fully renovated.Translated from Armenian",Nov-25-2022_14-04,,,,,https://list.am/en/item/18366678
