Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Amenities,Appliances,Window Views,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,The House Has,Parking,Links
Monolith,Yes,Available,12,65 sq.m.,2,1,from 3 m,12,Open balcony,Available,Designer Renovation,,,,3,Yes,No,By Agreement,By Agreement,Kotayk › Tsakhkadzor,"$1,000 monthly",USD,"Apartment for daily rentTsakhkadzor, birch house• 65 square meters• 2 rooms• 12 / 12th floor / new building /_• Overhauled• Euro windows• Laminate flooring•Heating System• The bathroom is tiled• furniture-equipment• Open balconyThe cost of the daily rent is 40,000 dramsCode AH063Translated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/17599598
Panels,Yes,Available,12,31 sq.m.,1,1,from 3 m,3,Open balcony,,Designer Renovation,,,,,,,,,"Antarayin 1st blok 10, Tsaghkadzor","300,000 ֏ monthly",AMD,"A one-room apartment is for rent in the newly built Kechi House apartment complex in Tsaghkadzor. The apartment is located on the 3rd floor of a 12-story building. The apartment has constant hot and cold water, an individual heating system, it is fully furnished with property, appliances, furniture, dishes and bedding. It is available. Internet connection. The apartment has a large open balcony facing the beautiful nature.Translated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/18353946
Monolith,Yes,Available,12,67 sq.m.,2,1,from 2.8 m,7,Open balcony,,Major Renovation,,,,2,Yes,No,Not included,2 months,Kotayk › Tsakhkadzor,$650 monthly,USD,"For rentTsakhkadzor, ? ? ?• Area of 67 square meters• 2 rooms• 12 / 7th floor / New building /_Is a beautifully designed apartment for rent in a new building? ? ? To whom?• 2:• Living room• Bedroom• Furniture, appliances• Tableware, bedding,• wi-fi internet,An uninhabited apartment is for long-term ում rent in the newly built Kechi House complex in Tsakhkadzor. It is completely renovated. With all the utilities, equipped with the necessary equipment, such as furniture, dishes, bedding. It has an open balcony. Suitable for 2/3 people The building has a reception, security and 24 hour video surveillance. Supermarket on the first floor of the building._The price is 650Code EL95Translated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/17833763
Monolith,Yes,Available,12,67 sq.m.,2,1,from 3 m,5,Open balcony,,Major Renovation,,,,2,Yes,No,Not included,2 months,Kotayk › Tsakhkadzor,$650 monthly,USD,"For rentTsaghkadzor, ? ? ?• 67 square meters area• 2 rooms•12/5th floor /Newly constructed Building/_Newly built apartment with beautiful design for rent? ? ? To whom?• 2:• living room• Bedroom• Furniture, equipment• Dishes, bedding,• internet wi-fi,An uninhabited apartment is for long-term and daily rent in the newly built Kechi House complex of Tsaghkadzor. It is completely renovated. With all utilities, equipped with necessary appliances, as well as furniture, dishes and bedding. It has an open balcony. Suitable for 2/3 people. The building has a reception, security and 24-hour video surveillance. There is a supermarket on the first floor of the building._Cost: 650Code EL86Translated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/17833789
Monolith,Yes,Available,12,55 sq.m.,2,1,from 3 m,12,Open balcony,,Major Renovation,,,,3,Yes,No,Not included,2 months,Kotayk › Tsakhkadzor,"$1,000 monthly",USD,"Available for rent/daily rentTsaghkadzor, ? ? ?• 55 square meters area• 2 rooms•12/12th floor /Newly constructed Building/_Newly built apartment with beautiful design for daily rent and rent? ? ? To whom?• 1 bedroom• living room• Furniture, equipment• Dishes, bedding,• internet wi-fi,An uninhabited apartment is for long-term and daily rent in the newly built Kechi House complex of Tsaghkadzor. It is completely renovated. With all utilities, equipped with necessary appliances, as well as furniture, dishes and bedding. It has an open balcony. Suitable for 4 people. The building has a reception, security and 24-hour video surveillance. There is a supermarket on the first floor of the building with accessories. Has an open balcony. Cost: 1000Daily wage: 50Code EL-47Translated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/17635081
Monolith,Yes,Available,12,80 sq.m.,3,1,from 2.75 m,9,Open balcony,,Major Renovation,,,,,,,,,Kotayk › Tsakhkadzor,"$1,000 monthly",USD,"For rentTsakhkadzor• 80 square meters• 3 rooms• 12 / 9th floor / New building /_Daily rent գեղեցիկ Beautifully designed apartment for rent in a new building• 2 bedrooms• Living room• Furniture, appliances• Tableware, bedding,• wi-fi internet,3 rooms - 80 m2 - 9/12 floorCan accommodate up to 6 peopleSpend your vacation in beautiful Tsakhkadzor.Call in advance to make a reservation._The cost is 1000Code ELITA112Translated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/17541601
Monolith,Yes,Available,12,32 sq.m.,1,1,from 2.75 m,4,Open balcony,,Major Renovation,,,,,,,,,Kotayk › Tsakhkadzor,$650 monthly,USD,"For rentTsakhkadzor• 32 square meters area• 1 room• 12 / 4th floor / New building /_A one-room apartment is for daily rent in a newly built Kechi House building (intended for 2-3 people) There are all the facilities to organize your pleasant rest.Working days 20000 AMD.Non-working days 25000 AMD.In case of 4 people, 4000 AMD will increase.There will be discounts for booking more than 3 days.The monthly fee is 300,000 AMD.There will be discounts for booking more than 3 months_The price is 650Code ELITA111Translated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/17541600
Monolith,Yes,Available,13,65 sq.m.,2,1,from 3 m,7,Open balcony,,Major Renovation,,,,,,,,,Kotayk › Tsakhkadzor,$80 daily,USD,"For rentTsakhkadzor, ? ?• 65 square meters• 2 rooms• 13 / 7th floor / New building /_The apartment is located on the 7th floor of a new apartment building in Tsakhkadzor Kechi House. Completely newly renovated and furnished. The apartment has a spacious living room, a bedroom, a bathroom, an open balcony. It is provided with a high heating system. There is Wi-Fi in the apartment, there is a grocery store in the building. The apartment has a magnificent view of Tsakhkadzor city. Entrance: 14:00 / check in /, exit: 12:00 / check out /. For other details, call the mentioned phone number, we will gladly answer all your questions._The cost of the daily rent is 80Code EL-38Translated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/17608728
Monolith,Yes,Available,12,35 sq.m.,1,1,from 3 m,3,Not available,,Major Renovation,,,,,,,,,Kotayk › Tsakhkadzor,$700 monthly,USD,"For Rent / Daily RentTsakhkadzor, ? ? ?• Area of 35 square meters• 1 + 1 room• 12 / 3rd floor / New building /_Daily rent գեղեցիկ Beautifully designed apartment for rent in a new building ?:• 1 + 1:• Living room• Furniture, appliances• Tableware, bedding,• wi-fi internet,An uninhabited apartment is for long-term ում rent in the newly built Kechi House complex in Tsakhkadzor. It is completely renovated. With all the utilities, equipped with the necessary equipment, such as furniture, dishes, bedding. It has an open balcony. Suitable for 2/3 people There is a reception in the building, security and 24 hour video surveillance. Supermarket on the first floor of the building._The price is 700The cost of the daily rent is 40Code EL-46Translated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/17634993
Monolith,Yes,Available,12,35 sq.m.,1,1,from 3 m,8,Open balcony,,Major Renovation,,,,,,,,,Kotayk › Tsakhkadzor,$600 monthly,USD,"For rentTsakhkadzor, ? ? ?• Area of 35 square meters• 1 + 1 room• 12 / 8th floor / New building /_A beautifully designed apartment is for rent in a newly built: ::• 1 + 1:• Living room• Furniture, appliances• Tableware, bedding,• wi-fi internet,An uninhabited apartment is for long-term rent in the newly built Kechi House complex in Tsakhkadzor. It is completely renovated. With all the utilities, equipped with the necessary equipment, such as furniture, dishes, bedding. It has an open balcony. Suitable for 2/3 people There is a reception in the building, security and 24 hour video surveillance. Supermarket on the first floor of the building._The cost is 600Code EL-45Translated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/17634988
Monolith,Yes,Available,8,60 sq.m.,2,1,from 3 m,6,Open balcony,,Major Renovation,,,,,,,,,Kotayk › Tsakhkadzor,$850 monthly,USD,"For rentTsakhkadzor, ? ?• Area of 60 square meters• 2 rooms• 8 / 6th floor / New building /_A beautifully designed apartment is for rent in a new building• 2 rooms• Living room• Furniture, appliances• Tableware, bedding,• wi-fi internet,An uninhabited apartment is for long-term rent in the newly built Kechi House complex in Tsakhkadzor. It is completely renovated. With all the utilities, equipped with the necessary equipment, such as furniture, dishes, bedding. It has an open balcony. Suitable for 2/4 people There is a reception in the building, security and 24 hour video surveillance._The price is 850Code EL-44Translated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/17634981
Monolith,Yes,Available,12,80 sq.m.,3,1,from 3 m,9,Open balcony,,Major Renovation,,,,,,,,,Kotayk › Tsakhkadzor,"$1,000 monthly",USD,"For rentTsakhkadzor, ? ? ?• 80 square meters• 3 rooms• 12 / 9th floor / New building /_An apartment with a modern design is for rent in a newly built: ::• 2 bedrooms• Living room• Furniture, appliances• Tableware, bedding,• wi-fi internet,An uninhabited apartment is for long-term rent in the newly built Kechi House complex in Tsakhkadzor. It is completely renovated. With all the utilities, equipped with the necessary equipment, such as furniture, dishes, bedding. It has an open balcony. Suitable for 4/6 people There is a reception in the building, security and 24 hour video surveillance. Supermarket on the first floor of the building._The cost is 1000Code EL-47Translated from Armenian",Nov-24-2022_16-44,,,https://list.am/en/item/17635077
